gene	arm	logFC	adj.P.Val	direction_stability	bootstrap_ci_low	bootstrap_ci_high	GeneID	type_of_gene	Nomenclature_status	ncbi_current_symbol	annotation_method	GSE117606	GSE40362	GSE41657	GSE50114	GSE72820	GSE8671	n_platforms_present	all_six_platforms_present	protein_coding	objective_selection_eligible	eligibility_rule
MDS2	up	0.088226147213448	0.0282081905038916	0.999	0.0335162341594696	0.146495786309242	259283	ncRNA	O	MDS2	current_ncbi_symbol	True	False	True	True	True	False	4	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
B4GALT1-AS1	down	-0.0601936879254355	0.0294816222423885	1.0	-0.0840297844260931	-0.0309171493165195	101929639	ncRNA	O	B4GALT1-AS1	current_ncbi_symbol	False	False	True	True	False	False	2	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC02100	up	0.13211299871996	0.0297221908569149	1.0	0.0537462322041392	0.225400979444385	107986408	ncRNA	O	LINC02100	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LRRC8D-DT	down	-0.0498427186740851	0.0297221908569149	1.0	-0.0725794965401292	-0.0210894974879921	118568809	ncRNA	O	LRRC8D-DT	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
RCAN2	up	0.0859759171140434	0.0304230090740329	1.0	0.0375285713002086	0.137374933063984	10231	protein-coding	O	RCAN2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
B2M	down	-0.562950541898135	0.0306566364755674	0.998	-0.92275043874979	-0.147444926947355	567	protein-coding	O	B2M	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
EDA	down	-0.21677090064409	0.0306566364755674	1.0	-0.323509529232979	-0.109469839930534	1896	protein-coding	O	EDA	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
C16orf74	up	0.0640422360988007	0.0306566364755674	0.997	0.0159999585943297	0.107776697352529	404550	protein-coding	O	CLMB	unique_ncbi_synonym	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
APCDD1	up	0.463836031955183	0.030737225070074	1.0	0.151293317973614	0.870201203227043	147495	protein-coding	O	APCDD1	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
SMDT1	down	-0.126769038304117	0.030737225070074	1.0	-0.192150676250458	-0.0608357802964747	91689	protein-coding	O	SMDT1	current_ncbi_symbol	True	False	True	True	False	False	3	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ITM2C	down	-0.446498114046403	0.0308452172812489	0.996	-0.739944329857826	-0.113332594186068	81618	protein-coding	O	ITM2C	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
CDC42	down	-0.278990851949369	0.0308452172812489	1.0	-0.448352744430304	-0.0953622614964844	998	protein-coding	O	CDC42	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ABCG2	down	-0.236370651940551	0.0308452172812489	1.0	-0.352931313216686	-0.132281107082963	9429	protein-coding	O	ABCG2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
EIF1B	down	-0.140379224590415	0.0308536240355626	1.0	-0.203702633455396	-0.06783831641078	10289	protein-coding	O	EIF1B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MT3	down	-0.106923919917612	0.0317464248153947	1.0	-0.1422164414078	-0.0667455706745386	4504	protein-coding	O	MT3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
POFUT1	up	0.154415788350198	0.0317949626216379	1.0	0.0655423242598772	0.26178862825036	23509	protein-coding	O	POFUT1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NDUFS2	down	-0.211875956700668	0.0319957512876468	0.998	-0.337849353253841	-0.0766777722164989	4720	protein-coding	O	NDUFS2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CPT1A	down	-0.286879232435473	0.0320552049416864	0.996	-0.457605805248022	-0.0873617555946112	1374	protein-coding	O	CPT1A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
VENTX	up	0.0465847882755017	0.0321745357389973	0.996	0.0126448146533221	0.0832702353596687	27287	protein-coding	O	VENTX	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC00524	up	0.0356228872416579	0.0324192746592586	1.0	0.0137726326240227	0.0639342227950692	338002	ncRNA	O	LINC00524	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SLC51B	down	-0.19911741693497	0.0334594622006145	1.0	-0.293846071511507	-0.128304243460298	123264	protein-coding	O	SLC51B	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CBS	down	-0.118317816623387	0.0334594622006145	1.0	-0.176276584342122	-0.0747379733249545	875	protein-coding	O	CBS	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC01996	up	0.0949318258622277	0.0334594622006145	1.0	0.0365516886115074	0.179333105683327	400568	ncRNA	O	LINC01996	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
COX8A	down	-0.338452190420667	0.034227080391637	1.0	-0.560203109681606	-0.108427499048412	1351	protein-coding	O	COX8A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NEURL1B	down	-0.23107331992967	0.034227080391637	0.998	-0.37108561322093	-0.0974372390657663	54492	protein-coding	O	NEURL1B	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
BPGM	down	-0.059443395728263	0.034227080391637	0.999	-0.0905400827527046	-0.0256616538856179	669	protein-coding	O	BPGM	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
RAB6B	down	-0.117257102254233	0.035105736174539	1.0	-0.168342536687851	-0.07703638356179	51560	protein-coding	O	RAB6B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
GFI1B	down	-0.0476326665886386	0.035105736174539	0.998	-0.073009929060936	-0.0187568633351475	8328	protein-coding	O	GFI1B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MRPS6	down	-0.151295246212092	0.0359462925887457	1.0	-0.215361405909061	-0.0749661657959223	64968	protein-coding	O	MRPS6	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CRTAP	up	0.192017751039504	0.0363690017914533	0.999	0.0731717700138688	0.334292688220739	10491	protein-coding	O	CRTAP	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ALDH18A1	down	-0.204090073966994	0.0369609785659604	1.0	-0.309420663118362	-0.105076002329588	5832	protein-coding	O	ALDH18A1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
RNF5	down	-0.265079835064269	0.0370771911932859	1.0	-0.406209572404623	-0.106361948698759	6048	protein-coding	O	RNF5	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SLC19A3	down	-0.16323644600336	0.038228687406912	1.0	-0.245089218392968	-0.0955787748098373	80704	protein-coding	O	SLC19A3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ITM2B	down	-0.300755447262009	0.0385559095695704	0.994	-0.491153772175312	-0.0661668054759505	9445	protein-coding	O	ITM2B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ABCA4	up	0.0678556657963588	0.0385559095695704	1.0	0.0215437348932028	0.122735626623034	24	protein-coding	O	ABCA4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PPIF	down	-0.147317667410338	0.0386016366094063	0.998	-0.21482259966433	-0.0526125790551305	10105	protein-coding	O	PPIF	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CLDN2	up	0.567114448240026	0.0386386695010206	1.0	0.222162199392915	1.11513502597809	9075	protein-coding	O	CLDN2	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
F2RL1	down	-0.177101115797761	0.0386832288683262	0.998	-0.283792696893215	-0.0586922373622656	2150	protein-coding	O	F2RL1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ODAM	up	0.164842958785476	0.0386832288683262	1.0	0.0420918180607259	0.294610745459795	54959	protein-coding	O	ODAM	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SOCS2	down	-0.0703554906090083	0.0386832288683262	1.0	-0.10913447290659	-0.0299208900891245	8835	protein-coding	O	SOCS2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SSTR1	down	-0.108413625807726	0.038752003743998	1.0	-0.16819425560534	-0.0442107188515365	6751	protein-coding	O	SSTR1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
VDAC2	down	-0.27259133869952	0.0393426476526147	0.999	-0.437157509475946	-0.094318624958396	7417	protein-coding	O	VDAC2	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
EMP1	down	-0.257980633290021	0.0400739192841722	1.0	-0.402222498506308	-0.118863036483526	2012	protein-coding	O	EMP1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MYZAP	down	-0.120169054309049	0.0409163938826042	1.0	-0.178748960420489	-0.0694487560540438	100820829	protein-coding	O	MYZAP	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
IGFL4	up	0.113904633904278	0.0409163938826042	1.0	0.0410615864209831	0.216924841701984	444882	protein-coding	O	IGFL4	current_ncbi_symbol	False	True	False	False	True	False	2	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CMAS	down	-0.278281811125359	0.041162955448961	0.999	-0.435310982167721	-0.108099731616676	55907	protein-coding	O	CMAS	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
HS3ST4	down	-0.248515072061769	0.041162955448961	1.0	-0.350291838496923	-0.123150205984712	9951	protein-coding	O	HS3ST4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SSTR2	down	-0.13847221135323	0.0415943537166998	1.0	-0.210335355997086	-0.074226350709796	6752	protein-coding	O	SSTR2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC02026	up	0.0589146217254934	0.0416380511489975	1.0	0.0209733088035136	0.100174886547029	647323	ncRNA	O	LINC02026	current_ncbi_symbol	True	False	False	False	False	False	1	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NEURL3	down	-0.086663003428514	0.0427933805451807	1.0	-0.124247951433063	-0.0548831292428076	93082	protein-coding	O	NEURL3	current_ncbi_symbol	True	False	False	False	True	False	2	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CNR1	down	-0.0764295442459055	0.0436922851946876	1.0	-0.114255154319108	-0.0408998733386397	1268	protein-coding	O	CNR1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PHYH	down	-0.129999123972651	0.0438941282804755	1.0	-0.201074939593673	-0.0601899972185493	5264	protein-coding	O	PHYH	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ZNF671	down	-0.054762078591834	0.0438941282804755	1.0	-0.080370232090354	-0.0275652517564595	79891	protein-coding	O	ZNF671	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CIAO2A	down	-0.189388258107682	0.0449138945805342	0.999	-0.279248523712158	-0.0746140519157052	84191	protein-coding	O	CIAO2A	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CNPPD1	down	-0.160915436333155	0.0449138945805342	1.0	-0.248809075728059	-0.083705204539001	27013	protein-coding	O	CNPPD1	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NDUFB1	down	-0.139147960370239	0.0449138945805342	0.999	-0.229533780738711	-0.0415448045358062	4707	protein-coding	O	NDUFB1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MIR513A1	up	0.0369029123734687	0.0449138945805342	0.999	0.0156804283848032	0.0570852311328053	574509	ncRNA	O	MIR513A1	current_ncbi_symbol	False	False	False	False	True	False	1	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
TMEM74B	down	-0.061632707192223	0.0450270983991254	1.0	-0.0921120829880238	-0.0356192043982446	55321	protein-coding	O	TMEM74B	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
USP2	down	-0.186530992725386	0.0457243413172937	1.0	-0.274659501761198	-0.115902348048985	9099	protein-coding	O	USP2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
TMEM177	down	-0.0725505060112488	0.0466118495065826	1.0	-0.105937778949738	-0.0315348678268492	80775	protein-coding	O	TMEM177	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
C1orf115	down	-0.190068181048401	0.0468846778410429	0.999	-0.2882120475173	-0.096297874301672	79762	protein-coding	O	C1orf115	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NDUFB5	down	-0.180629851464373	0.0470089532893038	0.999	-0.288226175308228	-0.0691804120317102	4711	protein-coding	O	NDUFB5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
RUBCNL	up	0.177854127363288	0.0470089532893038	0.996	0.0458919463679194	0.335066878050566	80183	protein-coding	O	RUBCNL	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
FHL1	down	-0.139033459088795	0.0470089532893038	1.0	-0.210449610650539	-0.0875154793262482	2273	protein-coding	O	FHL1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PXDC1	up	0.0800676103068132	0.0470089532893038	0.997	0.0256257600616664	0.134503256157041	221749	protein-coding	O	PXDC1	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ARMC3	up	0.0997678338204044	0.0472079923421493	0.997	0.0225562777370214	0.17424997203052	219681	protein-coding	O	ARMC3	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
TARBP2	up	0.0898302276394809	0.0483141797480058	0.998	0.0289116782601923	0.169412530586123	6895	protein-coding	O	TARBP2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SHISA9	up	0.446817275552405	0.0491706355428804	0.998	0.0967411205172539	0.84317183047533	729993	protein-coding	O	SHISA9	current_ncbi_symbol	True	False	True	True	True	True	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CEACAM1	down	-0.313553090338801	0.0491706355428804	1.0	-0.48871745839715	-0.165266302227974	634	protein-coding	O	CEACAM1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC01029	down	-0.0547492016347592	0.0491706355428804	1.0	-0.0813827306032181	-0.0344163562171161	101927715	ncRNA	O	LINC01029	current_ncbi_symbol	True	False	False	False	False	False	1	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
UBQLN2	down	-0.111348151898779	0.0494954277151665	1.0	-0.173215460777283	-0.0542476510629058	29978	protein-coding	O	UBQLN2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LAMTOR3	down	-0.161458730202204	0.0496149768602117	0.996	-0.261034463346004	-0.0512342311441898	8649	protein-coding	O	LAMTOR3	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
