donor_id	carrier_group	sample_type	cell_type_coarse_crc_atlas	study_id	microsatellite_status	CMS_type	n_cells_sampled	score__ca_route_up	score__ca_route_down	score__ca_route_signature	score__ca_route_n_up_present	score__ca_route_n_down_present	score__wnt_stem	score__wnt_core_ihc	score__proliferation_control
Chen_2021_Cell.HTA11_2951	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	67	-0.1394453279769972	0.077875119882007	-0.2772933728265707	49.0	49.0	-0.2664344051150112	-0.3387064180060954	-0.2884547048206696
Chen_2021_Cell.HTA11_2951	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	114	0.5777416755216368	-0.3705516126929456	0.984178767907695	49.0	49.0	0.4205109331338028	0.5671623841288924	-0.2884547048206696
Chen_2021_Cell.HTA11_2951	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	59	-0.0175262399255979	-0.1997717105445834	0.2665348339577449	49.0	49.0	-0.1749014956603776	-0.1412931027451562	-0.2884547048206696
Chen_2021_Cell.HTA11_2992	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	3	-0.1260002917429172	-0.1361322728052463	0.0101319810623291	49.0	49.0	-0.1483126480542684	-0.5345122912646426	-0.1621561310037926
Chen_2021_Cell.HTA11_2992	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	17	-0.2001512784148885	0.1988913817734322	-0.2489573197755764	49.0	49.0	-0.3214691006768144	-0.3052086350446896	-0.2035122094318839
Chen_2021_Cell.HTA11_3077	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	28	-0.1771774887224454	0.5741561884013806	-0.7247563308494188	49.0	49.0	-0.3671302167225158	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_3252	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	31	-0.2299795752747836	0.4582036502336163	-0.7142928107114246	49.0	49.0	-0.266994379305938	-0.255479212986676	-0.2884547048206696
Chen_2021_Cell.HTA11_3331	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	63	-0.1422554730841058	0.2656008931110828	-0.4518063008160174	49.0	49.0	-0.3262474684296663	-0.365722126167306	-0.2884547048206696
Chen_2021_Cell.HTA11_3331	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	35	-0.1696355717633729	0.380236503639523	-0.508040662697833	49.0	49.0	-0.2452647667005222	-0.1463851584111944	-0.2884547048206696
Chen_2021_Cell.HTA11_3361	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	32	-0.2060090634611536	0.245778657499425	-0.3740802628885544	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_3361	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	257	0.3023132627968009	-0.3163508117916364	0.5864747248192694	49.0	49.0	0.3857292749720312	0.4966337141337605	-0.1517360053193703
Chen_2021_Cell.HTA11_3361	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	576	-0.1501674379504357	-0.0968293912454658	-0.0321100879337712	49.0	49.0	-0.2457772902490859	-0.1963232328161282	-0.2884547048206696
Chen_2021_Cell.HTA11_3372	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	10	-0.2137320270116989	-0.2504435310956293	0.0572899428187888	49.0	49.0	-0.3202208697381263	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_3372	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	63	-0.1989039458769666	-0.1141926022318102	-0.086342704665037	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_3410	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	91	-0.1595525389757991	0.1062882581370742	-0.23603748270897	49.0	49.0	-0.1796176208830941	0.0116473709550604	-0.1178391367659857
Chen_2021_Cell.HTA11_3410	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	109	0.3524117448947179	-0.3073650055195786	0.6084345227070148	49.0	49.0	0.4897438965363455	0.8519058943664785	-0.2884547048206696
Chen_2021_Cell.HTA11_3410	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	86	0.012234155140282	-0.2976692290587756	0.3415476867187129	49.0	49.0	-0.0292637746461701	0.2376121532280657	-0.2884547048206696
Chen_2021_Cell.HTA11_347	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	32	0.0719153030463552	-0.2242673516797912	0.2931869150818994	49.0	49.0	0.4541081060259749	0.314768635843743	-0.197357126399504
Chen_2021_Cell.HTA11_347	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	475	-0.1837624100765778	0.125219222357643	-0.2892024121903701	49.0	49.0	-0.2049909305719794	-0.0936237208819698	-0.2884547048206696
Chen_2021_Cell.HTA11_377	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	34	-0.236585975875006	0.312862072417061	-0.546621150971529	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_3918	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	109	-0.1583281297680425	0.075497912201878	-0.2074728935794443	49.0	49.0	-0.2633788972672602	-0.20859474399263	-0.2884547048206696
Chen_2021_Cell.HTA11_392	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	31	-0.1368690073277971	0.057042015485453	-0.2016078943424521	49.0	49.0	-0.1403676930128044	0.1126334191381256	-0.2884547048206696
Chen_2021_Cell.HTA11_392	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	91	0.0262246651560467	-0.2712233722284589	0.2909800019117423	49.0	49.0	-0.1681489119986311	-0.0571059214008556	-0.2884547048206696
Chen_2021_Cell.HTA11_392	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	31	-0.0155586207248282	-0.3707795748742138	0.3559124010740854	49.0	49.0	-0.1844177281924062	-0.1240007948578591	-0.2884547048206696
Chen_2021_Cell.HTA11_3997	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	5	-0.127337084712142	-0.4707646505551283	0.4202889496853865	49.0	49.0	0.4022798342101231	1.0169711673054085	-0.2884547048206696
Chen_2021_Cell.HTA11_3997	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	35	-0.0148540661128599	-0.1731478200488666	0.2410876814588243	49.0	49.0	-0.0335400199081702	-0.0346862564296712	-0.2884547048206696
Chen_2021_Cell.HTA11_3997	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	129	-0.181281342739285	0.0307207932706979	-0.2177661909233253	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_411	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	112	-0.1870409231067459	0.0196119665902892	-0.1902076694348677	49.0	49.0	-0.2501127529791642	-0.2017860733589431	-0.2884547048206696
Chen_2021_Cell.HTA11_411	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	257	-0.185081909523652	0.2182093696215646	-0.4129668894788005	49.0	49.0	-0.3408034804784285	-0.3899215619248443	-0.2884547048206696
Chen_2021_Cell.HTA11_411	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	283	-0.2107225693030806	0.0400433889160941	-0.2156572419840465	49.0	49.0	-0.2800336018886735	-0.2596835799057883	-0.2884547048206696
Chen_2021_Cell.HTA11_4255	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	80	-0.2353608280803492	0.8495733362993529	-1.052695942921971	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_4255	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	397	-0.1142103265639415	0.0637745124494658	-0.1684424696526893	49.0	49.0	-0.2531180057533339	-0.2396149580100572	-0.2376567960545388
Chen_2021_Cell.HTA11_4255	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	127	-0.1656184068637442	0.1125861623779591	-0.2818281083045362	49.0	49.0	-0.2779224894632892	-0.2329714304266513	-0.2884547048206696
Chen_2021_Cell.HTA11_5212	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	6	-0.1990355997655757	0.6756814495159656	-0.933464355960016	49.0	49.0	-0.2037780285706853	-0.2790547747016187	-0.2884547048206696
Chen_2021_Cell.HTA11_5212	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	1	-0.2516873899082083	0.0969445425761412	-0.3486319324843495	49.0	49.0	-0.1586800598481664	-0.5345122912646426	0.0502681066646372
Chen_2021_Cell.HTA11_5212	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	1	-0.1018787838770651	-0.3567316806507197	0.2548528967736546	49.0	49.0	-0.1850202647919157	0.013171982020074	-0.2884547048206696
Chen_2021_Cell.HTA11_5216	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	35	-0.2015169431264626	0.1342724995628627	-0.3122654865234619	49.0	49.0	-0.2017217911922914	-0.1410194107276745	-0.2884547048206696
Chen_2021_Cell.HTA11_5216	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	3	-0.1436389817095388	-0.3377544818297254	0.1861087732711585	49.0	49.0	0.2290826795104208	0.9794121853921924	-0.2884547048206696
Chen_2021_Cell.HTA11_5216	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	55	-0.156359389368296	0.0800978243034744	-0.1881510193141909	49.0	49.0	-0.2415713514228563	-0.1594673312951729	-0.2884547048206696
Chen_2021_Cell.HTA11_5363	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	6	-0.1930537252856684	-0.0766212411947099	-0.0920608495597835	49.0	49.0	-0.0555778910894357	0.3006992260530541	-0.1333356414573107
Chen_2021_Cell.HTA11_5363	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	7	-0.140523561678778	0.2432285423947	-0.3427157287833045	49.0	49.0	-0.3132317911227713	-0.2859882460852556	-0.2884547048206696
Chen_2021_Cell.HTA11_546	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	55	-0.1614521356846262	0.0554860513245603	-0.2667746505505499	49.0	49.0	-0.1873563012761091	-0.0675761340230179	-0.1535019551075205
Chen_2021_Cell.HTA11_546	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	100	0.3467516503727652	-0.4744170787084055	0.8247448499622627	49.0	49.0	0.685722773629865	0.7796575060861297	-0.2884547048206696
Chen_2021_Cell.HTA11_546	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	211	-0.0885035299146945	-0.2245533594601021	0.185420190390652	49.0	49.0	-0.095714659089187	0.1644111972865347	-0.2884547048206696
Chen_2021_Cell.HTA11_5679	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	238	-0.1729505075173048	0.101988673119036	-0.2782666407555956	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_5679	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	68	-0.1909487942855289	-0.1319180512857031	0.0057488494477126	49.0	49.0	-0.2961736637986569	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_5994	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	249	-0.129431229474987	0.0137750584361831	-0.1611427228448673	49.0	49.0	-0.3087550126535322	-0.3177972718325631	-0.2884547048206696
Chen_2021_Cell.HTA11_5994	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	127	-0.1443870549133103	0.0769121223501877	-0.2029455019704795	49.0	49.0	-0.2437926052932778	-0.1947083642984103	-0.2884547048206696
Chen_2021_Cell.HTA11_6025	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	1	0.345503996151416	-0.0618115251258202	0.4073155212772362	49.0	49.0	1.6858391055536948	0.9711080434758312	-0.2884547048206696
Chen_2021_Cell.HTA11_6025	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	3	-0.1986860972902437	0.1929300739220945	-0.3451492035826745	49.0	49.0	-0.2355101745413628	-0.1046378073953025	-0.1860488551946618
Chen_2021_Cell.HTA11_6134	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	4	-0.0435948083437212	-0.1332806562869657	0.173682743498427	49.0	49.0	-0.098848401469754	-0.0928348937777151	-0.2884547048206696
Chen_2021_Cell.HTA11_6134	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	168	-0.1412314603045531	-0.0355515162076152	-0.1085677541389391	49.0	49.0	-0.2328375872422987	-0.180042716630103	-0.1362774204558564
Chen_2021_Cell.HTA11_6134	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	53	-0.1579552991102212	-0.0062586795024759	-0.1508989635679235	49.0	49.0	-0.2175195317990494	-0.1452851876465778	-0.171004994596665
Chen_2021_Cell.HTA11_6147	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	12	-0.2223276988174292	0.3465021884720967	-0.5689156985224144	49.0	49.0	-0.347524707489895	-0.4527211464926726	-0.2884547048206696
Chen_2021_Cell.HTA11_6147	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	14	-0.1783079697389718	-0.1620695703963293	-0.031941875284987	49.0	49.0	-0.1740156714843054	-0.0466346043197855	-0.1688275999513616
Chen_2021_Cell.HTA11_6147	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	3	-0.1871700158524965	-0.0967492924963412	-0.0904207233561553	49.0	49.0	-0.2307898517499344	-0.0936237208819698	0.2814524247164658
Chen_2021_Cell.HTA11_6182	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	4	-0.1078004653239418	-0.3117990775474504	0.153812476713688	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_6182	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	187	0.0658381248059233	-0.5965665238187469	0.6366681745673896	49.0	49.0	-0.1759935424261904	-0.1450842134192167	-0.2884547048206696
Chen_2021_Cell.HTA11_6182	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	27	-0.0082496104705747	-0.4649274317632663	0.485686466593989	49.0	49.0	-0.0800167817218834	-0.0167338158899681	-0.2884547048206696
Chen_2021_Cell.HTA11_6298	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	51	-0.1799080045907723	0.4693482291173332	-0.6472520350083492	49.0	49.0	-0.1983537782687126	-0.0392106049972154	0.0179215973756065
Chen_2021_Cell.HTA11_6298	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	141	0.4738019459898031	-0.2726346527981743	0.7525661949479654	49.0	49.0	1.2209257285726918	1.0245647486767042	-0.2884547048206696
Chen_2021_Cell.HTA11_6298	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	102	0.0101705207961122	-0.0941535195234889	0.1758406651968004	49.0	49.0	0.1149698541500462	0.4425759062095507	-0.2884547048206696
Chen_2021_Cell.HTA11_6310	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	7	-0.1324669747028412	0.2261798687112212	-0.3758573601585556	49.0	49.0	-0.2839932817331894	-0.2177650575095647	0.0589461395724437
Chen_2021_Cell.HTA11_6310	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	37	-0.1997811381339146	0.0125905623858858	-0.2189634590107383	49.0	49.0	-0.2770072903148486	-0.3120437331092134	-0.1627501876672334
Chen_2021_Cell.HTA11_6310	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	26	-0.1580618373526229	-0.0347972817069773	-0.0973913111202773	49.0	49.0	-0.2947059514455503	-0.4219166951249135	-0.2884547048206696
Chen_2021_Cell.HTA11_6407	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	79	-0.1989225995677075	0.1831062234215428	-0.3499084315936366	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_6407	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	153	-0.1648766849460601	-0.0688553114697401	-0.065856935651188	49.0	49.0	-0.188780416583381	-0.2234657930213157	-0.2884547048206696
Chen_2021_Cell.HTA11_6407	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	445	-0.1906573369016173	-0.022384139873117	-0.1239159545298193	49.0	49.0	-0.1810164740699787	-0.0600384963150209	-0.2884547048206696
Chen_2021_Cell.HTA11_6436	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	262	0.281846868137036	-0.3795023654046986	0.6319385680899379	49.0	49.0	0.2094426268398147	0.4206762502743199	-0.2884547048206696
Chen_2021_Cell.HTA11_6436	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	249	-0.0902815874469486	-0.2224795924186228	0.1607935011308942	49.0	49.0	-0.1452562469845102	-0.0679514270387864	-0.2884547048206696
Chen_2021_Cell.HTA11_6801	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	62	-0.227349043798076	0.64391040092327	-0.827402406311472	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_6801	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	305	-0.1783550442470303	0.3148360388261524	-0.4641506570901325	49.0	49.0	-0.2376022224267758	-0.1562003962467273	-0.2884547048206696
Chen_2021_Cell.HTA11_6801	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	475	-0.2034085141899624	0.3250800666748631	-0.4968548407320482	49.0	49.0	-0.2783619920953473	-0.3566522752514444	-0.2884547048206696
Chen_2021_Cell.HTA11_6818	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	151	-0.1577837109493283	0.2663805552291114	-0.4090700249366627	49.0	49.0	-0.2845377984356049	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_6818	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	935	0.3172494320370684	-0.1992275980045523	0.5580922633229836	49.0	49.0	0.3919534090753241	0.5506078188591734	-0.2884547048206696
Chen_2021_Cell.HTA11_6818	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	374	0.127256885937143	-0.0446144695837761	0.202181856718448	49.0	49.0	0.0740936882686472	0.2340704633118918	-0.2884547048206696
Chen_2021_Cell.HTA11_6862	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	44	0.3458234113136008	-0.4471957380009144	0.7601905284670355	49.0	49.0	0.2061520140040265	0.5085063362573169	-0.2884547048206696
Chen_2021_Cell.HTA11_6862	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	63	0.0187634757854582	-0.1704189182854763	0.2295366173377153	49.0	49.0	-0.0187771707134182	0.301276066229528	-0.2884547048206696
Chen_2021_Cell.HTA11_696	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	128	-0.1807864524509779	0.0621990130933739	-0.2161575109971229	49.0	49.0	-0.195962313146103	-0.1010677849403799	-0.167444421783208
Chen_2021_Cell.HTA11_696	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	324	0.5512491831350649	-0.3840438282529594	0.9821656268890832	49.0	49.0	1.1367536726645282	0.9949948677003322	-0.1391492995988408
Chen_2021_Cell.HTA11_696	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	586	-0.0907022086546822	-0.166962074706551	0.123052684026231	49.0	49.0	-0.0461371261242948	0.1647651135738331	-0.2884547048206696
Chen_2021_Cell.HTA11_7029	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	42	-0.1825750223435963	0.632310569782226	-0.7850209809360154	49.0	49.0	-0.2830341799123311	-0.2469428711526536	-0.2884547048206696
Chen_2021_Cell.HTA11_7029	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	207	0.4677624988021767	-0.1451006307918612	0.6067420436660185	49.0	49.0	0.5837157783613138	1.051734648524228	-0.2884547048206696
Chen_2021_Cell.HTA11_7029	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	126	0.2440325440585209	-0.1611844628331017	0.4257398276137054	49.0	49.0	0.2446597751472167	0.6293555307512961	-0.183077134214245
Chen_2021_Cell.HTA11_7128	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	84	0.189204804321617	-0.4371789145460888	0.6264456856450273	49.0	49.0	0.0968902476351581	0.0417158509837002	-0.2884547048206696
Chen_2021_Cell.HTA11_7128	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	14	0.0162593218802078	-0.4155523065858719	0.417422333848478	49.0	49.0	-0.1435567699744125	0.0441242363579362	-0.2884547048206696
Chen_2021_Cell.HTA11_7179	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	51	0.4773265309794884	-0.2843821507555873	0.772383853949264	49.0	49.0	0.3129365349207584	0.4514355777215704	-0.2884547048206696
Chen_2021_Cell.HTA11_7179	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	81	-0.1335913737800566	-0.0572456874026865	-0.0818087879528953	49.0	49.0	-0.2412752302168633	-0.3451926772102478	-0.2884547048206696
Chen_2021_Cell.HTA11_7469	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	131	-0.219536838767033	0.8380449153031888	-1.0269495893885787	49.0	49.0	-0.3744625310923454	-0.5345122912646426	-0.2884547048206696
Chen_2021_Cell.HTA11_7469	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	2	-0.2070267328026303	-0.1052596357235644	-0.1017670970790658	49.0	49.0	0.0158045098090358	0.4817631227556275	0.0656630467017589
Chen_2021_Cell.HTA11_7469	polyp_epithelial	polyp	Epithelial cell	Chen_2021_Cell	missing	missing	237	-0.2202708773947188	0.6472635608818766	-0.8884071805557413	49.0	49.0	-0.3354239080352082	-0.4113876830444007	-0.2884547048206696
Chen_2021_Cell.HTA11_7663	normal_epithelial	normal	Epithelial cell	Chen_2021_Cell	missing	missing	147	-0.1452875382645025	0.2285540984032304	-0.3155705703581286	49.0	49.0	-0.2522007077527054	-0.2376973430153517	-0.2884547048206696
Chen_2021_Cell.HTA11_7663	polyp_cancer	polyp	Cancer cell	Chen_2021_Cell	missing	missing	38	-0.0074270397004512	-0.2031739903238609	0.2856719027709574	49.0	49.0	-0.0501874239479185	0.1499394834970035	-0.2884547048206696
