gene	platform	feature_present	eligibility_information
SUMO2	GSE8671	False	feature availability only
NDUFC2	GSE8671	False	feature availability only
NDUFS3	GSE8671	False	feature availability only
PRXL2B	GSE8671	False	feature availability only
ZNF565	GSE8671	False	feature availability only
ATP6V1D	GSE8671	False	feature availability only
DERA	GSE8671	False	feature availability only
TSEN2	GSE8671	False	feature availability only
DSC2	GSE8671	False	feature availability only
KRAS	GSE8671	False	feature availability only
NDFIP2	GSE8671	False	feature availability only
YME1L1	GSE8671	False	feature availability only
ZP3	GSE8671	False	feature availability only
SMIM14	GSE8671	False	feature availability only
GPCPD1	GSE8671	False	feature availability only
LINC02754	GSE8671	False	feature availability only
LSM6	GSE8671	False	feature availability only
NPTN	GSE8671	False	feature availability only
PRR12	GSE8671	False	feature availability only
ZMYM5	GSE8671	False	feature availability only
ARFGEF3	GSE8671	False	feature availability only
FNBP4	GSE8671	False	feature availability only
JPH1	GSE8671	False	feature availability only
TOP6BL	GSE8671	False	feature availability only
TES	GSE8671	False	feature availability only
CAMTA1	GSE8671	False	feature availability only
NEK6	GSE8671	False	feature availability only
TMEM9B	GSE8671	False	feature availability only
COA6	GSE8671	False	feature availability only
COX10	GSE8671	False	feature availability only
IER3IP1	GSE8671	False	feature availability only
NBPF1	GSE8671	False	feature availability only
ECI2	GSE8671	False	feature availability only
RNF7	GSE8671	False	feature availability only
NBPF10	GSE8671	False	feature availability only
PANK3	GSE8671	False	feature availability only
DDX31	GSE8671	False	feature availability only
PPP6R2	GSE8671	False	feature availability only
ARL17B	GSE8671	False	feature availability only
SMYD3	GSE8671	False	feature availability only
DOCK10	GSE8671	False	feature availability only
ENSG00000227681	GSE8671	False	feature availability only
RSU1	GSE8671	False	feature availability only
LINC00467	GSE8671	False	feature availability only
PPP1R13B	GSE8671	False	feature availability only
GNA11	GSE8671	False	feature availability only
DCTPP1	GSE8671	False	feature availability only
ISCA1	GSE8671	False	feature availability only
HNRNPH3	GSE8671	False	feature availability only
KRT10	GSE8671	False	feature availability only
PABIR2	GSE8671	False	feature availability only
EIF4H	GSE8671	False	feature availability only
TMEM131	GSE8671	False	feature availability only
CIBAR1-DT	GSE8671	False	feature availability only
COPS5	GSE8671	False	feature availability only
PLCL2	GSE8671	False	feature availability only
GPD1L	GSE8671	False	feature availability only
HNRNPF	GSE8671	False	feature availability only
POLR2J3	GSE8671	False	feature availability only
ITGA3	GSE8671	False	feature availability only
SUGP2	GSE8671	False	feature availability only
LAPTM4A	GSE8671	False	feature availability only
FAM107B	GSE8671	False	feature availability only
MAGEF1	GSE8671	False	feature availability only
EIF3J	GSE8671	False	feature availability only
CNKSR3	GSE8671	False	feature availability only
PPP2R1A	GSE8671	False	feature availability only
PILRB	GSE8671	False	feature availability only
ISCU	GSE8671	False	feature availability only
HSPG2	GSE8671	False	feature availability only
VGLL4	GSE8671	False	feature availability only
ATG7	GSE8671	False	feature availability only
ZNF846	GSE8671	False	feature availability only
NCBP1	GSE8671	False	feature availability only
ZNF316	GSE8671	False	feature availability only
SELENOS	GSE8671	False	feature availability only
ACTR3C	GSE8671	False	feature availability only
ARCN1	GSE8671	False	feature availability only
GTF2IRD2B	GSE8671	False	feature availability only
PTGR1	GSE8671	False	feature availability only
PEX2	GSE8671	False	feature availability only
KLHDC10	GSE8671	False	feature availability only
POLR2J2-UPK3BL1	GSE8671	False	feature availability only
NFE2L1	GSE8671	False	feature availability only
SRGAP3	GSE8671	False	feature availability only
DCPS	GSE8671	False	feature availability only
RNF213	GSE8671	False	feature availability only
GPAT3	GSE8671	False	feature availability only
ZC3H12A	GSE8671	False	feature availability only
TMED5	GSE8671	False	feature availability only
PDHA1	GSE8671	False	feature availability only
CDH1	GSE8671	False	feature availability only
NDUFS1	GSE8671	False	feature availability only
AGR2	GSE8671	True	feature availability only
ABCC5	GSE8671	False	feature availability only
SNRPG	GSE8671	False	feature availability only
SRSF3	GSE8671	False	feature availability only
ZDHHC8	GSE8671	False	feature availability only
ZNF106	GSE8671	False	feature availability only
RBM6	GSE8671	False	feature availability only
PTMS	GSE8671	False	feature availability only
HECTD4	GSE8671	False	feature availability only
METTL16	GSE8671	False	feature availability only
MIRLET7BHG	GSE8671	False	feature availability only
TSPAN5	GSE8671	False	feature availability only
APH1A	GSE8671	False	feature availability only
KPNA6	GSE8671	False	feature availability only
GRB7	GSE8671	False	feature availability only
GNAI3	GSE8671	False	feature availability only
ADGRE3	GSE8671	False	feature availability only
CD24	GSE8671	False	feature availability only
TMEM33	GSE8671	False	feature availability only
MTDH	GSE8671	False	feature availability only
TPRKB	GSE8671	False	feature availability only
NDUFS2	GSE8671	False	feature availability only
PSMA5	GSE8671	False	feature availability only
EML2	GSE8671	False	feature availability only
ARPC5	GSE8671	False	feature availability only
TECPR2	GSE8671	False	feature availability only
TAB1	GSE8671	False	feature availability only
CMIP	GSE8671	False	feature availability only
CHD1L	GSE8671	False	feature availability only
EHBP1L1	GSE8671	False	feature availability only
MPRIP	GSE8671	False	feature availability only
CEP104	GSE8671	False	feature availability only
RPA3	GSE8671	False	feature availability only
TMT1A	GSE8671	False	feature availability only
OSBPL10	GSE8671	False	feature availability only
PFKFB3	GSE8671	False	feature availability only
GSTM4	GSE8671	False	feature availability only
COX7A2L	GSE8671	False	feature availability only
FAM193A	GSE8671	False	feature availability only
HOXA3	GSE8671	False	feature availability only
CPNE3	GSE8671	False	feature availability only
IQCK	GSE8671	False	feature availability only
DYNLL2	GSE8671	False	feature availability only
NPIPA2	GSE8671	False	feature availability only
COX8A	GSE8671	False	feature availability only
CHMP1B	GSE8671	False	feature availability only
RAD21	GSE8671	False	feature availability only
TGS1	GSE8671	False	feature availability only
NEDD9	GSE8671	False	feature availability only
BIRC2	GSE8671	False	feature availability only
RNF115	GSE8671	False	feature availability only
PSMG1	GSE8671	False	feature availability only
CHCHD10	GSE8671	False	feature availability only
COX5B	GSE8671	False	feature availability only
LINC02086	GSE8671	False	feature availability only
HNRNPA2B1	GSE8671	False	feature availability only
CDX2	GSE8671	False	feature availability only
JAG1	GSE8671	False	feature availability only
TRA2B	GSE8671	False	feature availability only
H2AZ1	GSE8671	False	feature availability only
SRSF7	GSE8671	False	feature availability only
PLEKHG1	GSE8671	False	feature availability only
RABGGTB	GSE8671	False	feature availability only
SAP18	GSE8671	False	feature availability only
KCNQ1OT1	GSE8671	False	feature availability only
BCL11B	GSE8671	False	feature availability only
PTPN1	GSE8671	False	feature availability only
CHCHD1	GSE8671	False	feature availability only
MT1G	GSE8671	True	feature availability only
NDUFS4	GSE8671	False	feature availability only
STARD7	GSE8671	False	feature availability only
KLHDC4	GSE8671	False	feature availability only
BTBD2	GSE8671	False	feature availability only
TRIM65	GSE8671	False	feature availability only
NFIX	GSE8671	False	feature availability only
CCDC192	GSE8671	False	feature availability only
ECHDC2	GSE8671	False	feature availability only
ZRANB3	GSE8671	False	feature availability only
ZNF506	GSE8671	False	feature availability only
SNX3	GSE8671	False	feature availability only
SUMO1	GSE8671	False	feature availability only
CREBZF	GSE8671	False	feature availability only
THADA	GSE8671	False	feature availability only
ATP2B4	GSE8671	False	feature availability only
REPS2	GSE8671	False	feature availability only
ZNF562	GSE8671	False	feature availability only
SBNO2	GSE8671	False	feature availability only
SRSF1	GSE8671	False	feature availability only
SCRIB	GSE8671	False	feature availability only
AP5M1	GSE8671	False	feature availability only
GGH	GSE8671	False	feature availability only
DOCK9	GSE8671	False	feature availability only
OAT	GSE8671	False	feature availability only
USP38	GSE8671	False	feature availability only
EIF4A2	GSE8671	False	feature availability only
GCA	GSE8671	False	feature availability only
PXMP2	GSE8671	False	feature availability only
ATP6V0D1-DT	GSE8671	False	feature availability only
CYFIP2	GSE8671	False	feature availability only
CCDC28A	GSE8671	False	feature availability only
ATP23	GSE8671	False	feature availability only
HIGD2A	GSE8671	False	feature availability only
TMEM220	GSE8671	False	feature availability only
PLAGL1	GSE8671	False	feature availability only
NAAA	GSE8671	False	feature availability only
ZFYVE9	GSE8671	False	feature availability only
SHLD1	GSE8671	False	feature availability only
ADGRG1	GSE8671	False	feature availability only
SYMPK	GSE8671	False	feature availability only
TMA7	GSE8671	False	feature availability only
NUP188	GSE8671	False	feature availability only
TAF13	GSE8671	False	feature availability only
MED4	GSE8671	False	feature availability only
ZBTB1	GSE8671	False	feature availability only
ENSG00000235419	GSE8671	False	feature availability only
NRAS	GSE8671	False	feature availability only
ZNF664	GSE8671	False	feature availability only
ARL6IP5	GSE8671	False	feature availability only
POLM	GSE8671	False	feature availability only
KIF13A	GSE8671	False	feature availability only
SEC11A	GSE8671	False	feature availability only
UBE2N	GSE8671	False	feature availability only
PCSK7	GSE8671	False	feature availability only
MEP1A	GSE8671	False	feature availability only
MXI1	GSE8671	False	feature availability only
SSU72	GSE8671	False	feature availability only
CD59	GSE8671	False	feature availability only
SOCS7	GSE8671	False	feature availability only
HELB	GSE8671	False	feature availability only
HOXB-AS4	GSE8671	False	feature availability only
CHN2	GSE8671	False	feature availability only
UBE4B	GSE8671	False	feature availability only
ELK3	GSE8671	False	feature availability only
TMEM50A	GSE8671	False	feature availability only
SNX29	GSE8671	False	feature availability only
COX7A2	GSE8671	False	feature availability only
ICA1	GSE8671	False	feature availability only
NAA20	GSE8671	False	feature availability only
C1D	GSE8671	False	feature availability only
UBALD1	GSE8671	False	feature availability only
CEP57	GSE8671	False	feature availability only
VAMP2	GSE8671	False	feature availability only
NFATC3	GSE8671	False	feature availability only
MYPOP	GSE8671	False	feature availability only
ABHD5	GSE8671	False	feature availability only
SPPL2B	GSE8671	False	feature availability only
GARNL3	GSE8671	False	feature availability only
SHLD2	GSE8671	False	feature availability only
CHEK2	GSE8671	False	feature availability only
PRKCH	GSE8671	False	feature availability only
MGAT4B	GSE8671	False	feature availability only
SEMA4B	GSE8671	False	feature availability only
UBAP2	GSE8671	False	feature availability only
SUCLG2	GSE8671	False	feature availability only
MAP4	GSE8671	False	feature availability only
PCMT1	GSE8671	False	feature availability only
NSA2	GSE8671	False	feature availability only
CA12	GSE8671	False	feature availability only
LMF1	GSE8671	False	feature availability only
SPAG16	GSE8671	False	feature availability only
ZNF282	GSE8671	False	feature availability only
FAM168A	GSE8671	False	feature availability only
POC1B	GSE8671	False	feature availability only
ATXN2L	GSE8671	False	feature availability only
SMU1	GSE8671	False	feature availability only
ANKS3	GSE8671	False	feature availability only
ENSG00000276256	GSE8671	False	feature availability only
ZMIZ2	GSE8671	False	feature availability only
SLC36A1	GSE8671	False	feature availability only
FAM118A	GSE8671	False	feature availability only
ACOT2	GSE8671	False	feature availability only
GLOD4	GSE8671	False	feature availability only
COMMD2	GSE8671	False	feature availability only
RANBP17	GSE8671	False	feature availability only
FGD5-AS1	GSE8671	False	feature availability only
YIPF2	GSE8671	False	feature availability only
MAP2K5	GSE8671	False	feature availability only
CISD2	GSE8671	False	feature availability only
SELENOT	GSE8671	False	feature availability only
BMPR2	GSE8671	False	feature availability only
HEPACAM2	GSE8671	False	feature availability only
