gene	arm	common_effect	common_z	common_q_value	max_lfsr	GeneID	type_of_gene	Nomenclature_status	ncbi_current_symbol	annotation_method	GSE117606	GSE40362	GSE41657	GSE50114	GSE72820	GSE8671	n_platforms_present	all_six_platforms_present	protein_coding	objective_selection_eligible	eligibility_rule
SNX8	up	0.397288924737477	3.40094203552991	0.0030619721257558	0.0478993255744947	29886	protein-coding	O	SNX8	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EVA1C	up	0.337926948891206	3.39641197432962	0.0031027805274019	0.0342291430413264	59271	protein-coding	O	EVA1C	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
C9orf78	down	-0.259447392347713	-3.39472404537281	0.0031202467322802	0.0161506991587421	51759	protein-coding	O	C9orf78	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
UBE2O	up	0.268279614111915	3.39304979939448	0.0031376470723334	0.0268752097701095	63893	protein-coding	O	UBE2O	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PCGF2	up	0.393869493301348	3.39273631107127	0.0031391966976373	0.0216538214670998	7703	protein-coding	O	PCGF2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RBX1	down	-0.260269461300821	-3.39246111381322	0.0031391966976373	0.0270380947656675	9978	protein-coding	O	RBX1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EGLN1	down	-0.294718370344074	-3.39208883909343	0.0031417331373983	0.0141511614975822	54583	protein-coding	O	EGLN1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KPNA4	up	0.200337325060112	3.39095988104116	0.0031512308139009	0.0187975698841073	3840	protein-coding	O	KPNA4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KMT2D	up	0.319662072013928	3.39078928732283	0.0031514584215823	0.0140249722524032	8085	protein-coding	O	KMT2D	current_ncbi_symbol	True	False	True	True	False	False	3	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ANKRD52	up	0.346909142233892	3.39008523511758	0.0031572512786541	0.0138753285676201	283373	protein-coding	O	ANKRD52	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ACSS1	up	0.299029443929807	3.38998450714779	0.0031572512786541	0.0286629571965428	84532	protein-coding	O	ACSS1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZNF771	up	0.362338067229513	3.38945033329473	0.003161671735144	0.0283737564648786	51333	protein-coding	O	ZNF771	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PPCS	down	-0.324679241498727	-3.38404295916524	0.0032192979202837	0.0172523272576736	79717	protein-coding	O	PPCS	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
YRDC	down	-0.330620231180469	-3.38298219861607	0.0032259630053414	0.0290890684046269	79693	protein-coding	O	YRDC	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EIF1AD	down	-0.376106386337833	-3.38289314863311	0.0032259630053414	0.0311517078589792	84285	protein-coding	O	EIF1AD	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HTATSF1	down	-0.468345403123662	-3.38259524381342	0.0032259630053414	0.0165210926882506	27336	protein-coding	O	HTATSF1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PITHD1	down	-0.26867961163136	-3.38232305803378	0.0032259630053414	0.0245192447974185	57095	protein-coding	O	PITHD1	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
WDR27	up	0.306847001127692	3.38047057717386	0.0032454257479699	0.0404793771632699	253769	protein-coding	O	WDR27	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TLDC2	down	-0.378629434379748	-3.37942232255683	0.0032560508026321	0.024704787289354	140711	protein-coding	O	TLDC2	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
LDHA	down	-0.509206423093615	-3.37737760468657	0.0032785667532089	0.0342884488540326	3939	protein-coding	O	LDHA	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MIER1	down	-0.256881107300434	-3.37656239870145	0.0032865069093434	0.0141106964660973	57708	protein-coding	O	MIER1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MT-TY	up	0.530633614462296	3.37313730910262	0.0033228230869029	0.0212117708014982						False	False	False	False	False	False	0	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MORF4L2	down	-0.433146649180092	-3.37289436834131	0.0033228230869029	0.0207434737886738	9643	protein-coding	O	MORF4L2	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RSPH3	down	-0.243671214673738	-3.37289143458046	0.0033228230869029	0.0131360004129255	83861	protein-coding	O	RSPH3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
IGHMBP2	up	0.371415704130889	3.37278931534984	0.0033228230869029	0.0146976087188293	3508	protein-coding	O	IGHMBP2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HOOK2	up	0.229958477532513	3.37014263694048	0.0033494530478794	0.0473964058885264	29911	protein-coding	O	HOOK2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
AGO4	up	0.27293521507907	3.37014205703053	0.0033494530478794	0.0365416223874172	192670	protein-coding	O	AGO4	current_ncbi_symbol	True	False	True	True	False	False	3	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PAAF1	up	0.287255360489373	3.36649221755087	0.0033876101986432	0.0311027374662584	80227	protein-coding	O	PAAF1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
DNAJA1	down	-0.386937291410014	-3.36613103524432	0.0033893501050639	0.0127449388641242	3301	protein-coding	O	DNAJA1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ASH1L	up	0.254703777829828	3.36568052695567	0.0033930549005961	0.0269488895084204	55870	protein-coding	O	ASH1L	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RNF128	down	-0.427232870963355	-3.36143848386266	0.0034418834998693	0.0332389093355826	79589	protein-coding	O	RNF128	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ERC1	up	0.209684563301081	3.36079979107204	0.0034468727279372	0.0335759246004109	23085	protein-coding	O	ERC1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ENSG00000227598	up	0.280259449378158	3.36074030422027	0.0034468727279372	0.0299416252721457						False	False	False	False	False	False	0	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
IRF2BPL	down	-0.484039737228054	-3.35814895561804	0.0034774748912823	0.033415020052029	64207	protein-coding	O	IRF2BPL	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KIF9-AS1	up	0.405787790220743	3.35781142026637	0.0034798479071456	0.0338778182693504	285352	ncRNA	O	KIF9-AS1	current_ncbi_symbol	True	False	True	True	False	False	3	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
COX6B1	down	-0.330349169294513	-3.3493492050333	0.0035744199490746	0.0147880282828822	1340	protein-coding	O	COX6B1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SAYSD1	down	-0.346024356552312	-3.34831912353751	0.003583885779354	0.0247082159771183	55776	protein-coding	O	SAYSD1	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PPA2	down	-0.265561103672419	-3.34639288087448	0.0036069441541522	0.0140375029868171	27068	protein-coding	O	PPA2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SCHLAP1	down	-0.482570290479142	-3.34580646815872	0.0036107106266236	0.0459832406557458	101669767	ncRNA	O	SCHLAP1	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
DEF8	up	0.387990538882938	3.3409213294582	0.0036689509934047	0.0265374344099587	54849	protein-coding	O	DEF8	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CARS2	up	0.235704109979512	3.3394207567981	0.0036848909465292	0.0336318570298901	79587	protein-coding	O	CARS2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ULK1	up	0.333504183334862	3.33698483469001	0.0037153554531136	0.0223093957631362	8408	protein-coding	O	ULK1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ERAP2	up	0.408646726563252	3.33190796890982	0.0037677155123972	0.0110948126741975	64167	protein-coding	O	ERAP2	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZFP36	down	-0.409538365398574	-3.33123787024567	0.0037747918428276	0.0259798939832745	7538	protein-coding	O	ZFP36	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KAT7	down	-0.363302752799987	-3.32847119103123	0.0038092387468079	0.0177794636185162	11143	protein-coding	O	KAT7	current_ncbi_symbol	False	False	True	True	True	False	3	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TANGO6	up	0.35577437082055	3.32686417765006	0.0038284391178418	0.0158814692908208	79613	protein-coding	O	TANGO6	current_ncbi_symbol	True	False	True	True	False	False	3	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
UQCR10	down	-0.324799912602868	-3.32551486101591	0.0038428097004979	0.018853398505996	29796	protein-coding	O	UQCR10	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ACVR1	up	0.314432074794026	3.32525090041904	0.0038428097004979	0.0121878507264344	90	protein-coding	O	ACVR1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MTX2	down	-0.321786400150636	-3.32400914018678	0.0038555832862721	0.0376620545321998	10651	protein-coding	O	MTX2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZCCHC7	up	0.231593931535539	3.32126411845637	0.0038854931843502	0.0302017294723086	84186	protein-coding	O	ZCCHC7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RABEP1	up	0.231292936209369	3.32109213194746	0.0038858388705443	0.0336194563090098	9135	protein-coding	O	RABEP1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CSRP1	down	-0.367333396365673	-3.32077985344012	0.0038881394126761	0.0158183991559547	1465	protein-coding	O	CSRP1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
BPTF	up	0.187200457994729	3.32008229658565	0.0038937648262291	0.012987850658095	2186	protein-coding	O	BPTF	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KBTBD11	down	-0.314639028915821	-3.31732977554678	0.0039281976690611	0.0325966098738059	9920	protein-coding	O	KBTBD11	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
LINC02742	up	0.607095394011035	3.31610340899083	0.003941332430904	0.0221503308893276	105376603	ncRNA	O	LINC02742	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KCTD7	up	0.294603841238704	3.31415745099387	0.0039626224818082	0.0149256869904741	154881	protein-coding	O	KCTD7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NPC2	down	-0.360658289070691	-3.31280522110003	0.003974315936155	0.0353238911930495	10577	protein-coding	O	NPC2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HECA	down	-0.296614230404028	-3.31275773698432	0.003974315936155	0.029902170785481	51696	protein-coding	O	HECA	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EPHA4	up	0.322757415681584	3.31231292713122	0.003978412999948	0.0192877649787824	2043	protein-coding	O	EPHA4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SYAP1	down	-0.174423821530647	-3.31148673603185	0.0039880934454099	0.0403106894510288	94056	protein-coding	O	SYAP1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RERE	up	0.17501900365198	3.31126584045754	0.0039891578697497	0.0333073289647093	473	protein-coding	O	RERE	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MRPL51	down	-0.319328245044893	-3.30857168439369	0.0040256359000065	0.021352101208897	51258	protein-coding	O	MRPL51	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GPRC5D-AS1	up	0.330624835183262	3.30791268839236	0.0040330144674542	0.0329569636241165	100506314	ncRNA	O	GPRC5D-AS1	current_ncbi_symbol	True	False	False	False	False	False	1	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PSMB4	down	-0.304536571135887	-3.30631775992787	0.00405392732114	0.0292564618351911	5692	protein-coding	O	PSMB4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CYP3A5	up	0.39527212050991	3.3058908444528	0.0040558773456732	0.0162529609442881	1577	protein-coding	O	CYP3A5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SAFB2	up	0.225894859531761	3.29991003731985	0.0041325405890842	0.0250312089295155	9667	protein-coding	O	SAFB2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NAA25	up	0.282392895081925	3.29886851185791	0.0041457486726249	0.021651453459286	80018	protein-coding	O	NAA25	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
IRF3	up	0.273148090422833	3.29756926074216	0.0041628146922303	0.041300588507993	3661	protein-coding	O	IRF3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZSWIM5	up	0.247657877307246	3.29704726185958	0.0041662330171518	0.0104314297328851	57643	protein-coding	O	ZSWIM5	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
VDAC3	down	-0.306980260450961	-3.29615194551036	0.0041752025093137	0.0224187905640469	7419	protein-coding	O	VDAC3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
LUC7L	up	0.298934302685208	3.28921145320789	0.0042684839537167	0.030278347860724	55692	protein-coding	O	LUC7L	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SMYD4	up	0.352354295329633	3.28264259925338	0.0043534452717368	0.0373841081625718	114826	protein-coding	O	SMYD4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MUC20	up	0.546490351557835	3.27851621485863	0.0044130517791517	0.0339659108822101	200958	protein-coding	O	MUC20	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SAR1B	down	-0.38200497229363	-3.27635091391479	0.004437897307485	0.0294659107532449	51128	protein-coding	O	SAR1B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ITPR2	up	0.302214129888112	3.27463129948735	0.0044627063673876	0.0404535568951947	3709	protein-coding	O	ITPR2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RPRD2	up	0.191783994458629	3.27365258392832	0.0044758941004548	0.0168992263791966	23248	protein-coding	O	RPRD2	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EIF2B1	down	-0.236242085014729	-3.27307414049261	0.0044804689392959	0.0213392668733423	1967	protein-coding	O	EIF2B1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ILRUN	up	0.245017473977349	3.27016742643894	0.0045198194733475	0.030168165473582	64771	protein-coding	O	ILRUN	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TTLL5	up	0.260553988285389	3.26857255175309	0.0045430465433795	0.0131228595014349	23093	protein-coding	O	TTLL5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MYO1F	up	0.488379600765962	3.26798962934817	0.0045500876002979	0.0380934648115163	4542	protein-coding	O	MYO1F	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RLF	up	0.232506755827134	3.26711027913435	0.0045619138199573	0.0268333346805113	6018	protein-coding	O	RLF	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
IWS1	down	-0.202027116633818	-3.26522509862581	0.0045877004222241	0.0260039508428488	55677	protein-coding	O	IWS1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ENSG00000266953	down	-0.416194708462016	-3.26347639244837	0.0046067048542579	0.0178727608505527						False	False	False	False	False	False	0	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PRMT7	up	0.322379193460436	3.26019969172259	0.0046555195913438	0.0191952609548185	54496	protein-coding	O	PRMT7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SENP3	up	0.25209485461444	3.25970049498386	0.00465898109084	0.0158342369407387	26168	protein-coding	O	SENP3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MIR194-2HG	down	-0.354965430898731	-3.25888291164619	0.0046689174550734	0.0150667817887009	105369343	ncRNA	O	MIR194-2HG	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
INPP5B	up	0.339761728304603	3.25715466569559	0.0046914352496146	0.0185329376967437	3633	protein-coding	O	INPP5B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TAF8	up	0.226107514006834	3.25470708491535	0.0047224724016947	0.041130511183493	129685	protein-coding	O	TAF8	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SNX7	down	-0.402984157236046	-3.25437280453598	0.00472564195464	0.0188479278241492	51375	protein-coding	O	SNX7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TYW1B	up	0.287052940595144	3.25404720089193	0.0047286699164479	0.0160607939834837	441250	protein-coding	O	TYW1B	current_ncbi_symbol	False	False	False	False	True	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NXF1	up	0.272332876222542	3.25210434812939	0.0047563034763395	0.0417336492944305	10482	protein-coding	O	NXF1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZNF444	up	0.350177769922815	3.25083763134466	0.0047727240282792	0.0211499250261422	55311	protein-coding	O	ZNF444	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
VPS26C	down	-0.298120120941318	-3.24985306091678	0.004782039819539	0.0187717830539408	10311	protein-coding	O	VPS26C	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
C2orf88	down	-0.365199047019962	-3.24966071625346	0.0047828655795941	0.0368941402630596	84281	protein-coding	O	AKAP19	unique_ncbi_synonym	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
APP	down	-0.214969370531075	-3.24935265601905	0.0047856391120681	0.0244412714367516	351	protein-coding	O	APP	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
INTS3	up	0.341738763201783	3.24853165342826	0.004792235780449	0.0156914181737459	65123	protein-coding	O	INTS3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CADM2	down	-0.463855836155998	-3.24678536632681	0.0048193134565478	0.0366538169718529	253559	protein-coding	O	CADM2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SLC12A9	up	0.304776111548259	3.24374094820764	0.00485648206761	0.0194336657685546	56996	protein-coding	O	SLC12A9	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ABI2	up	0.316147673591055	3.23998931509516	0.0049183707868143	0.0114710035031349	10152	protein-coding	O	ABI2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
FMR1	down	-0.394262861487589	-3.23861115555565	0.0049397232226906	0.03761112757361	2332	protein-coding	O	FMR1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MAPK9	down	-0.202020620651942	-3.23486082858657	0.0049975646260013	0.0330940409643182	5601	protein-coding	O	MAPK9	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PTPN12	up	0.255812410340017	3.23150284738436	0.0050465750689691	0.0128690072882466	5782	protein-coding	O	PTPN12	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZNF398	up	0.265994123959406	3.23090937928193	0.0050520278636423	0.0142154896305739	57541	protein-coding	O	ZNF398	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SF3B5	down	-0.320722122504045	-3.23074586956851	0.0050524024600675	0.0435085580422201	83443	protein-coding	O	SF3B5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GGA3	up	0.265784291615774	3.23027477640523	0.0050582176593221	0.0402554904204432	23163	protein-coding	O	GGA3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
C6orf136	down	-0.282000275226874	-3.22906654225127	0.0050771110951401	0.0195318692561812	221545	protein-coding	O	C6orf136	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
