gene	module	module_color	module_numeric	strict_state_shared	programme_direction	discovery_common_z	heldout_common_z	heldout_common_fdr	kme_discovery_ABS	abs_kme_discovery_ABS	kme_heldout_ABS	abs_kme_heldout_ABS	kme_discovery_GOB	abs_kme_discovery_GOB	kme_heldout_GOB	abs_kme_heldout_GOB	kme_discovery_TAC	abs_kme_discovery_TAC	kme_heldout_TAC	abs_kme_heldout_TAC	module_size	observed_kme_states_0.70	bootstrap_kme_states_ci_low_gt_0.40	minimum_bootstrap_kme_ci_low	discovery_detection_fraction	heldout_detection_fraction	external_cohorts_measurable	ffpe_measurable	protein_coding	heldout_gene_direction_concordant	kme_gate_pass	detection_gate_pass	heldout_gene_gate_pass	platform_gate_pass	pre_orthogonal_gate_pass	expected_direction	protein_gene_present	n_normal	n_adenoma	normal_detection_fraction	adenoma_detection_fraction	median_log2_normal	median_log2_adenoma	adenoma_minus_normal_log2_median	standardized_mean_difference	auc_adenoma_greater_than_normal	mann_whitney_u	p_value	age_sex_adjusted_log2_effect	age_sex_adjusted_ci_low	age_sex_adjusted_ci_high	age_sex_adjusted_p	q_value_bh_candidates	age_sex_adjusted_q_bh_candidates	protein_group_present	protein_accessions	n_samples	n_detected	detection_fraction	median_log2_intensity_detected	archival_group_kruskal_p	archival_group_kruskal_q_bh_candidates	detected_in_nine_patient_dvp	enriched_in_metachronous_crc_group	enriched_in_metachronous_hda_group	enriched_in_non_metachronous_group	n_informative_sections	median_direction_oriented_difference	direction_concordant_fraction	p_paired_wilcoxon	spatial_directional_support	protein_directional_support	orthogonal_evidence_count	orthogonal_gate_pass
PAQR8	M04	yellow	4	False	not_shared	-2.19323846949147	-3.07147435285843	0.0074619731580095	0.770629690148192	0.770629690148192	0.696391701519485	0.696391701519485	0.65843287763761	0.65843287763761	0.678947182249817	0.678947182249817	0.871572624573661	0.871572624573661	0.552835062167115	0.552835062167115	812	2	3	0.425666007513629	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.16666666666666666	1.0	False	False	0	False
PARK7	M04	yellow	4	True	down	-3.50303239835421	-2.63593177466271	0.0235780197336705	0.782249214014404	0.782249214014404	0.442954654439769	0.442954654439769	0.780380005286251	0.780380005286251	0.533545352105801	0.533545352105801	0.844883095392281	0.844883095392281	0.609100551874451	0.609100551874451	812	3	3	0.563112635764472	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	20.037741131278658	19.825391405331985	-0.21234972594667312	-0.10617015258463247	0.390625	50.0	0.4166500106734323	-0.03753216620948341	-0.5531651838061981	0.47810085138723124	0.8865564300811444	0.5870210676694512	0.949473338022387	True	Q99497	118	118	1.0	18.8858308792114	0.35516171830445836	0.5121114567613484	True	False	False	False	6	-0.6628951177968219	0.0	0.03125	False	False	0	False
PBXIP1	M02	blue	2	True	up	3.61569795051463	3.76558703163436	0.0008750672232124	0.847627297097783	0.847627297097783	0.778021665253207	0.778021665253207	0.825108733765513	0.825108733765513	0.592654239267152	0.592654239267152	0.777643966250776	0.777643966250776	-0.0063643420191763	0.0063643420191763	2184	3	3	0.404133162411006	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	12.989307342793733	13.285995842890044	0.29668850009631065	0.28454925243456464	0.5546875	71.0	0.6967970185092274	0.40628005152533486	-0.7951611848758486	1.6077212879265184	0.5074698405763696	0.8332830324440246	0.7329423965824745	True	Q96AQ6;Q96AQ6-2	118	118	1.0	13.964084625244151	0.058611750645226085	0.14458888746717555	True	False	False	False	6	0.0	0.3333333333333333	0.5	False	False	0	False
PCCA	M03	brown	3	False	not_shared	1.9314343427342	2.02277238966961	0.0900271427122237	0.917448740959949	0.917448740959949	0.426468889163434	0.426468889163434	0.866077796810548	0.866077796810548	0.327174674548458	0.327174674548458	0.87636560687592	0.87636560687592	0.420271391581555	0.420271391581555	993	3	3	0.723063342469818	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	16.69968589874441	16.33410425197532	-0.36558164676909044	-0.3820361143991629	0.375	48.0	0.3502789368989395	-0.19203432454598413	-1.0696328264563373	0.685564177364369	0.6680139438161736	0.5323016158988251	0.845428939232268	True	P05165;P05165-2	118	118	1.0	16.45531558990475	0.5733428103695621	0.7200643957003555	True	False	False	False	6	1.8786863388615442	0.6666666666666666	0.125	False	False	0	False
PCNA	M04	yellow	4	True	down	-5.12260433975365	-2.68839893655132	0.0207737065850563	0.774716186534078	0.774716186534078	0.652224683839215	0.652224683839215	0.0307086913094476	0.0307086913094476	0.355543243662071	0.355543243662071	0.739267234829591	0.739267234829591	0.859854223395576	0.859854223395576	812	2	2	0.0071644552972227	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.937371131142164	18.201289808241846	0.26391867709968153	1.0383086717101428	0.71875	92.0	0.09260188369085934	0.3193226832861007	-0.149503270469526	0.7881486370417274	0.18189148860434445	0.21200957581854638	0.37701537808203284	True	P12004	118	118	1.0	16.63184928894045	0.20246079193692312	0.33992101383093937	True	False	False	False	6	-1.9436616723200237	0.0	0.03125	False	False	0	False
PCSK7	M06	red	6	True	up	4.29303398610323	2.63172782362543	0.0238059349935096	0.73574838698983	0.73574838698983	0.648775303411073	0.648775303411073	0.376224178221745	0.376224178221745	0.655844120878681	0.655844120878681	0.711371469115275	0.711371469115275	0.48421393851273	0.48421393851273	231	2	2	0.0353078846916077	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	4	4	0.5	0.25	6.607411212140567	6.84353032276227	0.23611911062170243	-0.11857941730614947	0.5	8.0	1.0	0.2399935510918823	-2.42587448997771	2.9058615921614748	0.859944463283754	1.0	0.9391498743756788	False		118	0	0.0				False	False	False	False	6	-0.5080212240790081	0.0	0.0625	False	False	0	False
PCTP	M10	purple	10	True	down	-3.97721217066606	-2.58773872679597	0.0265188091925919	0.808991699874641	0.808991699874641	0.727508533759733	0.727508533759733	0.74927726876565	0.74927726876565	-0.0029878367853358	0.0029878367853358	0.412273188685753	0.412273188685753	0.43951869987498	0.43951869987498	47	2	2	0.0304113932416115	0.985074626865672	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	15.950681963004893	15.069426742622305	-0.8812552203825881	-1.0625590836069736	0.2109375	27.0	0.022970314261201327	-0.766089347836488	-1.5006941285198194	-0.031484567153156395	0.04095686099657001	0.06774296070252595	0.12033343230850657	True	I3L2M9;I3L3H0;I3L4Z8;Q9UKL6;Q9UKL6-2	118	110	0.9322033898305084	13.4100799560547	0.9191406897576966	0.9550680131358475	False	False	False	False	6	0.0	0.0		False	True	1	True
PDHA1	M04	yellow	4	True	down	-4.53829169501413	-3.88100123221788	0.0005940243483349	0.799324472155521	0.799324472155521	0.692455337619157	0.692455337619157	0.674012551695396	0.674012551695396	0.265339807252776	0.265339807252776	0.830546797976972	0.830546797976972	0.661740736945946	0.661740736945946	812	2	2	0.382289708793282	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.900033565714146	18.09158804396974	0.19155447825559335	0.4269997539727343	0.6328125	81.0	0.31962919000205303	0.17039697466669146	-0.3393056576907577	0.6800996070241406	0.5123203415929061	0.5033075028086627	0.7335781661141074	True	P08559;P08559-2;P08559-3;P08559-4	118	118	1.0	19.326954841613748	0.9296127891120979	0.958033192662753	True	False	False	False	6	-0.4488043211633883	0.3333333333333333	0.3125	False	False	0	False
PDHB	M04	yellow	4	False	not_shared	-3.382349880503	-3.13101884279313	0.0063140091417499	0.820980113234095	0.820980113234095	0.829546464162101	0.829546464162101	0.345621720299522	0.345621720299522	0.554872742382927	0.554872742382927	0.826696622992205	0.826696622992205	0.725309501476847	0.725309501476847	812	2	2	0.0242306814344075	0.992537313432836	0.983606557377049	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.519932555663782	19.135789955460304	0.6158573997965213	2.008389220022861	0.9453125	121.0	0.000122370562537476	0.6716968234130634	0.3699574138433063	0.9734362329828203	1.282665682849298e-05	0.001182915437862268	0.00017033800268238675	True	P11177;P11177-2	118	118	1.0	17.592399597167997	0.18670850669727632	0.32546455539033414	True	False	False	False	6	-0.29858372946856804	0.16666666666666666	0.3125	False	False	0	False
PDLIM1	M04	yellow	4	True	down	-7.67117062112202	-4.29189820529832	0.0001330979558545	0.850606172208952	0.850606172208952	0.906088122255881	0.906088122255881	0.669964627669514	0.669964627669514	0.81202032895746	0.81202032895746	0.789818235572976	0.789818235572976	0.758154650531867	0.758154650531867	812	2	2	0.344619512468614	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.753070809639222	19.714984161480302	0.9619133518410798	1.8161840825395437	0.8984375	115.0	0.0009436130044556481	0.7407327466521741	0.3574196941138501	1.1240457991904982	0.00015215260647141236	0.005863880813402956	0.0014031851485696916	True	O00151	118	118	1.0	19.2505645751953	0.5490187613000604	0.7029856065625852	True	False	False	False	6	0.5880597715995677	1.0	0.03125	True	False	1	True
PDZK1IP1	M02	blue	2	True	up	5.89855282002186	5.11806304591144	4.09391020625634e-06	0.746552174481126	0.746552174481126	0.496690912760818	0.496690912760818	0.663362541669244	0.663362541669244	0.592615586777619	0.592615586777619	0.735939328395504	0.735939328395504	0.593967459480207	0.593967459480207	2184	2	2	0.390568578531455	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	5	16	0.625	1.0	12.279716958479938	13.328537438455902	1.048820479975964	0.8032787318030264	0.725	58.0	0.1530296329057939	1.4969933543241656	-0.12175192514899535	3.1157386337973265	0.06990160804401647	0.3059340659340659	0.17715522038636236	False		118	0	0.0				False	False	False	False	6	-0.26566924201366504	0.3333333333333333	0.5625	False	True	1	True
PELP1	M02	blue	2	False	not_shared	3.35272819283697	4.11401500256193	0.0002583164509126	0.723015097454652	0.723015097454652	0.433107359597007	0.433107359597007	0.646554167572153	0.646554167572153	0.539448223390674	0.539448223390674	0.896560697418319	0.896560697418319	0.70818208961108	0.70818208961108	2184	2	2	0.341669919554917	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	1	True	5	16	0.625	1.0	10.65575588139096	10.997570790218361	0.34181490882740206	0.9085737179527149	0.675	54.0	0.2748046587055875	0.9894067942342807	-0.13013234694861653	2.108945935417178	0.08324813717531873	0.47109370063815	0.20322339369268985	True	C9JFV4;Q8IZL8	118	118	1.0	14.939070224762	0.5438729618990256	0.7029856065625852	True	False	False	False	6	0.0	0.16666666666666666	1.0	False	True	1	True
PEX2	M05	green	5	True	down	-4.56566258035295	-3.18170446394601	0.0054597234571743	0.803991786176913	0.803991786176913	0.965657658108014	0.965657658108014	0.533682435526979	0.533682435526979	0.615135314954926	0.615135314954926	0.71285190649427	0.71285190649427	0.53632259778445	0.53632259778445	512	2	2	0.119059718600484	0.977611940298508	0.959016393442623	4	True	True	True	True	True	True	True	True	-1	True	2	10	0.25	0.625	10.418031644286817	11.890127045487315	1.472095401200498	2.4936639536072476	0.95	19.0	0.06060606060606061					0.15430052584506476		False		118	0	0.0				False	False	False	False	6	0.0	0.16666666666666666	1.0	False	False	0	False
PFDN5	M02	blue	2	False	not_shared	-1.34315699571351	2.26707842402493	0.0547687203992338	0.929081828087506	0.929081828087506	0.639355835535478	0.639355835535478	0.873024037674027	0.873024037674027	0.479217016337964	0.479217016337964	0.741869365453199	0.741869365453199	0.774750558490613	0.774750558490613	2184	3	3	0.434637820502638	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	15.93217374104993	16.92421690840075	0.9920431673508219	1.4247615658382664	0.8125	104.0	0.013120843649851593	1.0827015131011797	0.044914991629965595	2.1204880345723938	0.040875521359108005	0.04390436144373417	0.12033343230850657	True	H3BPF6;Q99471	118	118	1.0	14.789690017700199	0.08084497689272098	0.17909408075540273	True	False	False	False	6	-0.14351065849422007	0.16666666666666666	0.3125	False	True	1	True
PFN2	M04	yellow	4	True	down	-5.2841150501583	-5.54690007595024	5.50237027334864e-07	0.867582630371867	0.867582630371867	0.833611935489073	0.833611935489073	0.628598718892256	0.628598718892256	0.69556590481173	0.69556590481173	0.811538536138021	0.811538536138021	0.68392187086271	0.68392187086271	812	2	2	0.243241136487403	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	15	1.0	0.9375	15.762474004563227	13.983570199774658	-1.7789038047885697	-1.6825867331235	0.11666666666666667	14.0	0.0018885856818283795	-1.4801668933292467	-2.2481156708784025	-0.7122181157800909	0.00015828859090583465	0.009809370407108598	0.0014203192481280298	True	C9J712;P35080	118	111	0.940677966101695	14.9549798965454	0.02289271838726252	0.0768429931764503	False	False	False	False	6	0.0	0.0		False	True	1	True
PGK1	M04	yellow	4	True	down	-6.72825358046233	-6.17758160892684	2.04018493843173e-08	0.811853182748403	0.811853182748403	0.955455906099629	0.955455906099629	0.588362192006096	0.588362192006096	0.805928178403883	0.805928178403883	0.84084322730769	0.84084322730769	0.848802157390862	0.848802157390862	812	2	2	0.302781882339752	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	21.15566903487248	21.5851862457625	0.42951721089001893	0.890280333347965	0.828125	106.0	0.008748135548512451	0.22941317160186725	-0.26290002638263155	0.721726369586366	0.3610720623793885	0.03106480786614626	0.5819219646114416	True	P00558	118	118	1.0	19.64668464660645	0.17451472761781928	0.30985338749909147	False	False	False	False	6	-0.582391124260158	0.0	0.03125	False	False	0	False
PHC2	M02	blue	2	False	not_shared	0.636848390610082	2.45382984827266	0.0363071370816613	0.836425532181637	0.836425532181637	0.837190043688063	0.837190043688063	0.632992069462321	0.632992069462321	0.770879159181435	0.770879159181435	0.84807958952652	0.84807958952652	0.591081763756576	0.591081763756576	2184	2	2	0.290347988793431	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	1	True	6	16	0.75	1.0	9.390413960656911	11.322963508456702	1.9325495477997912	0.8603274380031094	0.7916666666666666	76.0	0.04018066556766247	1.0722658276567878	-0.24200361673886106	2.386535272052437	0.10980613774448433	0.10673947799653846	0.254934529588593	False		118	0	0.0				False	False	False	False	6	3.615017905546185	1.0	0.03125	True	False	1	True
PHF5A	M04	yellow	4	False	not_shared	-0.378711424123739	-2.63183202715265	0.0238059349935096	0.878040211428641	0.878040211428641	0.29145957466332	0.29145957466332	0.565728947682727	0.565728947682727	0.381242864922157	0.381242864922157	0.830376794475441	0.830376794475441	0.255992485996661	0.255992485996661	812	2	2	0.0854535191023291	0.977611940298508	0.983606557377049	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	15.434301658445522	16.571872268545537	1.1375706101000151	1.7475489292528914	0.890625	114.0	0.0012590571212189195	1.3006663193237618	0.8207164249853812	1.7806162136621424	1.087200088354006e-07	0.006846123096627875	2.776541764104077e-06	True	Q7RTV0	118	118	1.0	14.93365478515625	0.012295521256039787	0.050938588060736256	False	False	False	False	6	0.0	0.0		False	False	0	False
PIGL	M03	brown	3	True	up	4.88523107790297	3.7843332060831	0.0008214026407256	0.804372960226413	0.804372960226413	0.902407547612516	0.902407547612516	0.553588096404485	0.553588096404485	0.504229364800197	0.504229364800197	0.78269376834046	0.78269376834046	0.762017385081166	0.762017385081166	993	2	2	0.304752144054554	1.0	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
PIGS	M04	yellow	4	True	down	-3.53067154753678	-4.40682574837987	8.51984759393464e-05	0.865471534099294	0.865471534099294	0.870603548704999	0.870603548704999	0.751635342795109	0.751635342795109	0.710957308365404	0.710957308365404	0.736849303045663	0.736849303045663	0.610983061268986	0.610983061268986	812	3	3	0.486297978184433	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	13.742260567693926	14.36697541818437	0.6247148504904452	0.41990322486566617	0.6953125	89.0	0.13582860507076416	0.4720178099978704	-0.3825297517732425	1.3265653717689834	0.27898355603334923	0.27804914449779955	0.5061341016561309	True	Q96S52;Q96S52-2	118	109	0.923728813559322	15.2134895324707	0.02039968408927896	0.07151098048879108	True	False	False	False	6	0.0	0.16666666666666666	1.0	False	False	0	False
PIM1	M04	yellow	4	False	down	-3.85229013512467	-3.88522711765064	0.0005861376486253	0.786765139384412	0.786765139384412	0.7291268603458	0.7291268603458	0.482191991501531	0.482191991501531	0.71837454177422	0.71837454177422	0.790752209626844	0.790752209626844	0.440275435460646	0.440275435460646	812	2	2	0.11027221871557	0.977611940298508	0.950819672131147	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0	0.5	False	False	0	False
PIP5K1C	M02	blue	2	False	up	2.89528016479316	4.14603452476364	0.0002297397780855	0.800659055705287	0.800659055705287	0.226753105626194	0.226753105626194	0.386190172742666	0.386190172742666	0.191646211258439	0.191646211258439	0.770448168265183	0.770448168265183	0.296506423853404	0.296506423853404	2184	2	2	0.0588173745500183	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.16666666666666666	1.0	False	False	0	False
PLEKHA5	M03	brown	3	True	up	3.58444346275677	4.03562521628294	0.0003413763620813	0.908340099039419	0.908340099039419	0.761398047319651	0.761398047319651	0.445575685397526	0.445575685397526	0.513661389313427	0.513661389313427	0.857496748624689	0.857496748624689	0.594710236993969	0.594710236993969	993	2	2	0.0792243311219655	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	11.919310903372677	13.601013029494581	1.6817021261219036	2.1610962720213096	0.953125	122.0	8.1580375024984e-05	1.560418145403256	0.8424229385858651	2.278413352220647	2.048045683062044e-05	0.0008349991326086596	0.000261519679529461	True	Q9HAU0;Q9HAU0-2;Q9HAU0-4;Q9HAU0-6	118	118	1.0	14.500064849853501	0.04802594381544339	0.127668967309387	True	False	False	False	6	0.0	0.0		False	True	1	True
PLXNB1	M02	blue	2	True	up	10.8325646306889	2.12931323654294	0.0726104835474196	0.883199367350652	0.883199367350652	0.627791815637185	0.627791815637185	0.708119142811612	0.708119142811612	0.444427217450013	0.444427217450013	0.802535852048281	0.802535852048281	0.727368450131526	0.727368450131526	2184	3	3	0.419595650529137	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	1	True	6	15	0.75	0.9375	6.890475036573935	9.618600908262382	2.7281258716884462	1.1342402720546043	0.7888888888888889	71.0	0.044854784018870705	2.304285804767589	-0.18573023779290665	4.794301847328085	0.06971309413998683	0.11736439728245869	0.17715522038636236	True	O43157;O43157-2	118	66	0.559322033898305	15.1656699180603	0.9073812006294245	0.94903148524848	False	False	False	False	6	-0.009416314984422414	0.5	1.0	False	True	1	True
PMM2	M03	brown	3	False	not_shared	1.79899162042872	2.64726302383119	0.0229291219811715	0.932540670423641	0.932540670423641	0.573646791102454	0.573646791102454	0.767933548479782	0.767933548479782	0.536369065343199	0.536369065343199	0.873767848913436	0.873767848913436	0.340562397973269	0.340562397973269	993	3	3	0.452145417609302	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	18.0138904880873	18.211392696680036	0.19750220859273782	0.5296070826422409	0.609375	78.0	0.4166500106734323	0.16859601104853028	-0.36945072489613406	0.7066427469931946	0.5391153424345728	0.5870210676694512	0.7520432507910847	True	O15305	118	118	1.0	16.66617012023925	0.32902514034414876	0.48592138782307154	True	False	False	False	6	0.0	0.0		False	False	0	False
PNKP	M06	red	6	False	not_shared	2.22995079317083	3.81474297681175	0.0007428628085082	0.914031697637023	0.914031697637023	0.561995293120731	0.561995293120731	0.597410450809901	0.597410450809901	0.587730325739961	0.587730325739961	0.732119202668459	0.732119202668459	0.564638786615065	0.564638786615065	231	2	2	0.120592508060644	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	12.504921925937218	12.741138514916143	0.23621658897892495	0.17416168689982786	0.5859375	75.0	0.5283308247368013	0.15297818448250244	-1.1311379133553554	1.4370942823203603	0.8153788391645793	0.6911997255955145	0.9238325041803389	True	M0QYH2;Q96T60	118	117	0.9915254237288136	14.9146003723145	0.3953171305827331	0.5506819417287855	True	False	False	False	6	0.0	0.0		False	False	0	False
POMP	M04	yellow	4	True	down	-4.16782604203277	-3.92955929124648	0.0005029057591328	0.889929456006994	0.889929456006994	0.820492307689846	0.820492307689846	0.805555435155523	0.805555435155523	0.572438141783471	0.572438141783471	0.852434739995698	0.852434739995698	0.818633712737047	0.818633712737047	812	3	3	0.604891941026925	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	7	16	0.875	1.0	12.901281917330309	13.34581315987192	0.44453124254161125	0.2497955625706836	0.6160714285714286	69.0	0.4127477494014041	0.20365150485168027	-1.248842074105935	1.6561450838092955	0.7834675815392814	0.5870210676694512	0.9182393145059615	True	Q9Y244	118	61	0.5169491525423728	14.2412595748901	0.12802644717296763	0.26013016973360936	False	False	False	False	6	-1.7024050292770139	0.0	0.03125	False	False	0	False
PPARA	M06	red	6	True	up	3.53431391825157	2.34252141793064	0.046480301697612	0.650910807075502	0.650910807075502	0.596689043092635	0.596689043092635	0.747481834573033	0.747481834573033	0.474154692755667	0.474154692755667	0.712895973629004	0.712895973629004	0.671433764366416	0.671433764366416	231	2	2	0.231670539779518	1.0	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
PPFIBP1	M03	brown	3	True	up	3.01494311758821	3.52789612220159	0.0019315011743998	0.776395394073351	0.776395394073351	0.678458827114674	0.678458827114674	0.773093094856231	0.773093094856231	0.567936652944282	0.567936652944282	0.651042932356159	0.651042932356159	0.536170406154552	0.536170406154552	993	2	2	0.350758640914433	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	6	16	0.75	1.0	8.866997784741592	10.17982479295584	1.3128270082142475	1.2635875302883852	0.7708333333333334	74.0	0.058702907000120624	1.503952606948344	-0.1517392258519441	3.1596444397486323	0.07502047823115071	0.1513230491558665	0.1861238821793989	True	Q86W92;Q86W92-2;Q86W92-4	118	86	0.7288135593220338	16.09922981262205	0.31382438605423113	0.47221688278914964	False	False	False	False	6	0.0	0.3333333333333333	0.5	False	True	1	True
PPIC	M04	yellow	4	False	not_shared	-4.12359541499433	-4.49137683042633	6.04448676654798e-05	0.824090084062144	0.824090084062144	0.882950835003788	0.882950835003788	0.793343838066336	0.793343838066336	0.81440135378493	0.81440135378493	0.512456371703887	0.512456371703887	0.575346196060732	0.575346196060732	812	2	2	0.147395210122431	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	13.633725740226268	13.858739607331662	0.22501386710539428	0.001312067177449701	0.4765625	61.0	0.8809755925114653	-0.007093787025261644	-1.352802137644734	1.3386145635942106	0.9917565762662288	0.9671277797917662	0.9942060043543826	True	P45877	118	81	0.6864406779661016	14.2023897171021	0.0367078573975896	0.10645278645300982	False	False	False	False	6	-0.08887728393214944	0.3333333333333333	1.0	False	False	0	False
PPP1CC	M05	green	5	False	not_shared	-4.08446551439738	-8.02972278410665	1.36291532611855e-13	0.748993343865077	0.748993343865077	0.717234161811364	0.717234161811364	0.267631162702417	0.267631162702417	0.538123088912518	0.538123088912518	0.859894181867315	0.859894181867315	0.869457804933112	0.869457804933112	512	2	2	0.0205221474976314	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	-1	True	7	15	0.875	0.9375	13.936636666522901	13.511793388329078	-0.4248432781938227	-0.657999197393017	0.3238095238095238	34.0	0.21006895581198984	-0.31277129842097073	-0.8983720873661357	0.27282949052419425	0.2951811372133628	0.3906222120253872	0.5240649067103553	True	F8VYE8;P36873;P36873-2	118	118	1.0	14.88649988174435	0.091289214233621	0.1967652658143588	True	False	False	False	6	0.23782964199962864	0.6666666666666666	0.3125	False	False	0	False
PPP1R13B	M03	brown	3	True	up	4.6284170969194	4.74042462521861	2.17707548952217e-05	0.91070587214595	0.91070587214595	0.818469726369982	0.818469726369982	0.71562771667837	0.71562771667837	0.688994381163003	0.688994381163003	0.771118461512814	0.771118461512814	0.592464347277605	0.592464347277605	993	3	3	0.463896590397825	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	4	15	0.5	0.9375	8.917510012709094	9.563186086353307	0.6456760736442124	0.38395607672081533	0.6333333333333333	38.0	0.46904024767801855	0.5652168791132901	-1.306479445291443	2.4369132035180234	0.5539362763678077	0.6426220716218521	0.766278515642134	False		118	0	0.0				False	False	False	False	6	0.0	0.0	1.0	False	False	0	False
PPP1R15B	M05	green	5	True	down	-3.46631475595525	-4.85967197126845	1.28346596734628e-05	0.817839098954168	0.817839098954168	0.747840934387777	0.747840934387777	0.753636774414532	0.753636774414532	0.583092468530024	0.583092468530024	0.544334527376745	0.544334527376745	0.402247938052121	0.402247938052121	512	2	2	0.199868047108338	0.992537313432836	0.967213114754098	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	-5.3763158952134	0.16666666666666666	0.125	False	False	0	False
PRDX3	M09	magenta	9	True	down	-4.75623751681459	-4.40795354092873	8.48530194599568e-05	0.939085786641585	0.939085786641585	0.821093825839272	0.821093825839272	0.559845783050474	0.559845783050474	0.714213446808348	0.714213446808348	0.84537003053415	0.84537003053415	0.825460415399346	0.825460415399346	72	2	2	0.0453092887427381	0.992537313432836	0.983606557377049	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	20.2392328286433	20.449427026606656	0.21019419796335725	0.28388559542355774	0.6171875	79.0	0.3826038008296723	0.1585451693195048	-0.2367922074941069	0.5538825461331165	0.43185616013772354	0.5547755112030248	0.6668662565847638	True	P30048;P30048-2	118	118	1.0	19.867360115051298	0.2846864960530564	0.43591226972776664	True	False	False	False	6	-0.27655216587356124	0.3333333333333333	0.3125	False	False	0	False
PRKCE	M03	brown	3	True	up	3.21420424717644	4.1737342497859	0.0002071905017301	0.829063122474283	0.829063122474283	0.626127353241461	0.626127353241461	0.594918857181542	0.594918857181542	0.251599265203654	0.251599265203654	0.750429895571146	0.750429895571146	0.496630389648215	0.496630389648215	993	2	2	0.206613443932831	1.0	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
PRMT1	M02	blue	2	False	not_shared	1.30947795716229	3.33800062465361	0.0034584621378487	0.744925667975969	0.744925667975969	0.656689258548117	0.656689258548117	0.822471871533346	0.822471871533346	0.551109137120605	0.551109137120605	0.741413393715412	0.741413393715412	0.725461355599898	0.725461355599898	2184	3	3	0.474688770324809	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	17.442322909841835	18.16352314383286	0.7212002339910271	1.2516357146940156	0.8046875	103.0	0.015905453784037713	0.5278687618864983	0.008021844614998552	1.047715679157998	0.04656797058139416	0.05125090663745485	0.1290745770908738	True	E9PKG1;H7C2I1;Q99873;Q99873-2;Q99873-3;Q99873-4	118	118	1.0	16.907269477844252	0.0013092870142512893	0.010596971120167794	True	False	False	True	6	3.6564646323184657	1.0	0.03125	True	True	2	True
