gene	module	module_color	module_numeric	strict_state_shared	programme_direction	discovery_common_z	heldout_common_z	heldout_common_fdr	kme_discovery_ABS	abs_kme_discovery_ABS	kme_heldout_ABS	abs_kme_heldout_ABS	kme_discovery_GOB	abs_kme_discovery_GOB	kme_heldout_GOB	abs_kme_heldout_GOB	kme_discovery_TAC	abs_kme_discovery_TAC	kme_heldout_TAC	abs_kme_heldout_TAC	module_size	observed_kme_states_0.70	bootstrap_kme_states_ci_low_gt_0.40	minimum_bootstrap_kme_ci_low	discovery_detection_fraction	heldout_detection_fraction	external_cohorts_measurable	ffpe_measurable	protein_coding	heldout_gene_direction_concordant	kme_gate_pass	detection_gate_pass	heldout_gene_gate_pass	platform_gate_pass	pre_orthogonal_gate_pass	expected_direction	protein_gene_present	n_normal	n_adenoma	normal_detection_fraction	adenoma_detection_fraction	median_log2_normal	median_log2_adenoma	adenoma_minus_normal_log2_median	standardized_mean_difference	auc_adenoma_greater_than_normal	mann_whitney_u	p_value	age_sex_adjusted_log2_effect	age_sex_adjusted_ci_low	age_sex_adjusted_ci_high	age_sex_adjusted_p	q_value_bh_candidates	age_sex_adjusted_q_bh_candidates	protein_group_present	protein_accessions	n_samples	n_detected	detection_fraction	median_log2_intensity_detected	archival_group_kruskal_p	archival_group_kruskal_q_bh_candidates	detected_in_nine_patient_dvp	enriched_in_metachronous_crc_group	enriched_in_metachronous_hda_group	enriched_in_non_metachronous_group	n_informative_sections	median_direction_oriented_difference	direction_concordant_fraction	p_paired_wilcoxon	spatial_directional_support	protein_directional_support	orthogonal_evidence_count	orthogonal_gate_pass
ATXN2	M03	brown	3	False	up	2.47638805404448	2.54508195071378	0.0293164118166489	0.876524974006891	0.876524974006891	0.913526899031553	0.913526899031553	0.744319684868791	0.744319684868791	0.61796596257263	0.61796596257263	0.747293094256334	0.747293094256334	0.65042531444983	0.65042531444983	993	3	3	0.525332972261358	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	10.640168877838445	12.014177809269658	1.374008931431213	0.7411200022839234	0.765625	98.0	0.038231283082541666	1.2627351043514676	0.15365815558324614	2.3718120531196893	0.025647424054157344	0.10313555436220542	0.08600954329272968	True	F8VQP2;F8WB06;H0YH87;Q99700;Q99700-2;Q99700-4;Q99700-5;V9GY86	118	118	1.0	13.89878034591675	0.08731247639310717	0.1907717806123369	True	False	False	False	6	0.0	0.0		False	True	1	True
ATXN7L1	M03	brown	3	True	up	6.0166796291557	8.25086947298877	2.6018765139723202e-14	0.862848334562349	0.862848334562349	0.846188393898819	0.846188393898819	0.603366286920365	0.603366286920365	0.61908120782274	0.61908120782274	0.752982731621081	0.752982731621081	0.512925145077488	0.512925145077488	993	2	2	0.202273659883057	1.0	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
ATXN7L3B	M04	yellow	4	True	down	-5.80918834572248	-2.23145798247775	0.0589725540333342	0.730344141272109	0.730344141272109	0.612791971050968	0.612791971050968	0.534381737877608	0.534381737877608	0.703170921839578	0.703170921839578	0.748721555088027	0.748721555088027	0.598856511793929	0.598856511793929	812	2	2	0.188539300480758	1.0	1.0	4	True	True	True	True	True	True	True	True	-1	True	7	14	0.875	0.875	14.508346877496962	13.940851394205723	-0.5674954832912391	-0.5790927499316425	0.3469387755102041	34.0	0.28716890264877887	-0.8599659478772025	-2.1562098304673216	0.43627793471291676	0.19349912875191777	0.4772639727749356	0.39412092481985705	True	Q96GX2	118	47	0.3983050847457627	14.718879699707	0.27207848769423554	0.4213254251187434	False	False	False	False	6	-0.312900867387067	0.16666666666666666	0.375	False	False	0	False
B2M	M04	yellow	4	True	down	-5.88139460906704	-5.41692861594956	1.05217892406091e-06	0.868720969762252	0.868720969762252	0.743025237657906	0.743025237657906	0.652934977612074	0.652934977612074	0.665165309445224	0.665165309445224	0.750225516295344	0.750225516295344	0.487436851522772	0.487436851522772	812	2	3	0.44776902766232	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														True	H0YLF3	118	118	1.0	17.9693555831909	0.0008100570373273481	0.0076002410266889425	True	False	False	False	6	0.4744174208156684	1.0	0.03125	True	False	1	True
BCAS3	M03	brown	3	True	up	4.81985073508547	6.27679030333772	1.17301715755955e-08	0.82329276309836	0.82329276309836	0.81584459523039	0.81584459523039	0.693338711356067	0.693338711356067	0.536998686638186	0.536998686638186	0.745802949076623	0.745802949076623	0.776721740704894	0.776721740704894	993	2	2	0.37379640024429	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	6	11	0.75	0.6875	9.928544380426722	10.317902330128389	0.38935794970166704	0.10419764072227418	0.7424242424242424	49.0	0.12152553329023917	-0.1901476098816521	-2.102543057478815	1.7222478377155106	0.845489003100817	0.2578712535670929	0.9309972020706402	True	K7ESE9;Q9H6U6;Q9H6U6-2;Q9H6U6-6	118	40	0.3389830508474576	15.2072749137878	0.7223228343441772	0.8351050440395765	False	False	False	False	6	0.0	0.0		False	False	0	False
BCL2L12	M02	blue	2	False	not_shared	-0.20731499112535	2.28623881965618	0.0525349550332926	0.843905455677691	0.843905455677691	0.66685426599219	0.66685426599219	0.731613948731812	0.731613948731812	0.616983547080684	0.616983547080684	0.872468869078701	0.872468869078701	0.766515546597437	0.766515546597437	2184	3	3	0.41902317561255	0.992537313432836	0.983606557377049	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.16666666666666666	1.0	False	False	0	False
BDP1	M03	brown	3	False	not_shared	1.71737538744876	1.99346935654639	0.0952999099653984	0.944534031121531	0.944534031121531	0.595313641157037	0.595313641157037	0.565693284998939	0.565693284998939	0.455848969780349	0.455848969780349	0.779484540473187	0.779484540473187	0.39916798241247	0.39916798241247	993	2	2	0.203447981370548	1.0	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
BMPR2	M03	brown	3	True	up	4.20400889903668	3.7963793033412	0.0007881037787746	0.926614832531174	0.926614832531174	0.719520185558278	0.719520185558278	0.745717669726945	0.745717669726945	0.585341644076435	0.585341644076435	0.804149796550887	0.804149796550887	0.650932820796183	0.650932820796183	993	3	3	0.440975003091457	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	2	2	0.25	0.125	7.837375104718253	8.303493442086586	0.4661183373683322	0.8040905550514925	0.5	2.0	1.0					1.0		False		118	0	0.0				False	False	False	False	6	0.1413806696129627	0.5	0.25	False	False	0	False
BRPF3	M05	green	5	True	down	-4.02792379480678	-3.61100205504933	0.0014663449879975	0.709053153524841	0.709053153524841	0.606699268049587	0.606699268049587	0.717512437234747	0.717512437234747	0.692105394875821	0.692105394875821	0.159611380376512	0.159611380376512	0.667194497113047	0.667194497113047	512	2	2	0.0053013386105933	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	4	10	0.5	0.625	8.887583658047237	9.02588059574214	0.13829693769490348	0.4421724325446676	0.6	24.0	0.6353646353646354	1.278993034763456	-0.9694655631062226	3.5274516326331344	0.2648982718454552	0.8028676971997651	0.49018554467109793	False		118	0	0.0				False	False	False	False	6	0.5798411255936431	0.5	0.8125	False	False	0	False
BTBD9	M03	brown	3	False	not_shared	1.95365263709761	2.54034821776771	0.0296325834372487	0.760891015208216	0.760891015208216	0.49573475560511	0.49573475560511	0.581841601973748	0.581841601973748	0.695522077483685	0.695522077483685	0.818463294894598	0.818463294894598	0.749790181457678	0.749790181457678	993	2	2	0.206951658188711	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	2	0	0.25	0.0	9.509886620910446													False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
C1D	M05	green	5	True	down	-4.26571187334705	-3.34247739529579	0.0034169331956867	0.703284093472911	0.703284093472911	0.855195949024391	0.855195949024391	0.719884160996291	0.719884160996291	0.459396794606099	0.459396794606099	0.67407876075013	0.67407876075013	0.768191718724599	0.768191718724599	512	2	2	0.371794417963097	0.970149253731343	0.942622950819672	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0	1.0	False	False	0	False
C2orf69	M05	green	5	True	down	-3.14428121128159	-3.84520621299717	0.000671111650698	0.832613629158355	0.832613629158355	0.743529264794447	0.743529264794447	0.205425465782304	0.205425465782304	0.584001693946865	0.584001693946865	0.846969641933536	0.846969641933536	0.794488914604991	0.794488914604991	512	2	2	0.0114459351994238	1.0	0.975409836065574	4	True	True	True	True	True	True	True	True	-1	True	7	11	0.875	0.6875	10.663294623764896	10.821529288112373	0.1582346643474768	-0.10480695931990647	0.4805194805194805	37.0	0.9298014077425841	0.19865850574635724	-2.1983825359899543	2.5956995474826687	0.8709632599211105	0.992548742007421	0.9437334815228767	False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
CALM1	M04	yellow	4	True	down	-6.87029602854979	-7.40183141784527	1.1243286801817499e-11	0.705852153415555	0.705852153415555	0.880341906325736	0.880341906325736	0.601562953384481	0.601562953384481	0.79877335652031	0.79877335652031	0.751294435053361	0.751294435053361	0.839537645770298	0.839537645770298	812	2	2	0.340745174545039	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														True	H0Y7A7;P0DP23;P0DP24;P0DP25	118	118	1.0	19.84436511993405	0.8416854307157293	0.9149597018006479	True	False	False	False	6	-0.19086292575849395	0.3333333333333333	0.4375	False	False	0	False
CALM2	M04	yellow	4	True	down	-6.78231552125183	-5.45970512811992	8.48332158623645e-07	0.745016428788001	0.745016428788001	0.91296510637215	0.91296510637215	0.575940473753234	0.575940473753234	0.792818472097196	0.792818472097196	0.744304599866313	0.744304599866313	0.865522758031118	0.865522758031118	812	2	2	0.223207006428909	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														True	H0Y7A7;P0DP23;P0DP24;P0DP25	118	118	1.0	19.84436511993405	0.8416854307157293	0.9149597018006479	True	False	False	False	6	0.1335358387908201	0.6666666666666666	0.21875	False	False	0	False
CAMSAP3	M02	blue	2	False	not_shared	2.11413637981105	2.16789540588352	0.067115598080513	0.784351521401009	0.784351521401009	0.545986285702058	0.545986285702058	0.708598399301146	0.708598399301146	0.632925258503652	0.632925258503652	0.715607649054076	0.715607649054076	0.553614158835956	0.553614158835956	2184	3	2	0.359240229337945	1.0	0.991803278688525	4	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	10.34495635321989	11.768129970376265	1.4231736171563742	1.6055921174687893	0.90625	116.0	0.0007015912252148623	2.3765781209137784	0.27986456829244455	4.473291673535112	0.026312005047865426	0.005086536382807752	0.0873558567589132	True	Q9P1Y5	118	117	0.9915254237288136	14.1568698883057	0.7777321115614697	0.870514188028452	True	False	False	False	6	3.0457829921985016	0.6666666666666666	0.125	False	True	1	True
CAPG	M02	blue	2	True	up	5.12905394156294	4.05449683132975	0.0003200306076264	0.779524272552315	0.779524272552315	0.729278160439221	0.729278160439221	0.702285279190519	0.702285279190519	0.451195917900319	0.451195917900319	0.833177237602544	0.833177237602544	0.601645338531996	0.601645338531996	2184	3	3	0.473058360879655	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	18.351463318296688	19.821985161222454	1.4705218429257663	2.6667866584015685	0.96875	124.0	3.26321500099936e-05	1.1037547766568405	0.6782700207725905	1.5292395325410906	3.6885888207709954e-07	0.00047316617514490717	8.164076589973137e-06	True	P40121	118	118	1.0	17.89481449127195	0.8102738080764191	0.8943852760428295	True	False	False	False	6	0.3725832660592827	0.5	0.4375	False	True	1	True
CARHSP1	M02	blue	2	True	up	3.77391276735998	2.71400426934122	0.0194798940303744	0.811690611814983	0.811690611814983	0.546749767978333	0.546749767978333	0.677714851808045	0.677714851808045	0.603302104395786	0.603302104395786	0.897507101019707	0.897507101019707	0.651780343788048	0.651780343788048	2184	2	2	0.371068544095753	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	16.204888218625985	16.414074015798086	0.2091857971721005	0.27725768044152643	0.5703125	73.0	0.6100933959326744	0.20204860536140634	-0.693212993223771	1.0973102039465836	0.6582448270525365	0.7748631451991631	0.845428939232268	True	Q9Y2V2	118	118	1.0	16.8631649017334	0.08150111455965633	0.17930245203124395	True	False	False	False	6	3.7329428818332646	1.0	0.03125	True	False	1	True
CBX7	M02	blue	2	False	not_shared	1.97003566444968	2.40772374056311	0.0401731538878818	0.81688594205708	0.81688594205708	0.448517564420602	0.448517564420602	0.747202434733802	0.747202434733802	0.587200159501995	0.587200159501995	0.825156912134454	0.825156912134454	0.126050031645138	0.126050031645138	2184	3	3	0.494021526751897	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	1	True	3	2	0.375	0.125	11.403232937718396	10.989645187439994	-0.41358775027840267	-0.24766750444335417	0.5	3.0	1.0					1.0		False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
CCDC125	M03	brown	3	True	up	4.00517198318793	2.34467171969222	0.0462446802864867	0.812720575396079	0.812720575396079	0.458317806667476	0.458317806667476	0.563837289166078	0.563837289166078	0.0294725537820398	0.0294725537820398	0.706014407308248	0.706014407308248	0.581052953074751	0.581052953074751	993	2	2	0.154838147484597	1.0	1.0	4	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
CD151	M02	blue	2	False	not_shared	1.99347624550717	3.16067684853992	0.0058057153445648	0.822674253648018	0.822674253648018	0.736300571903208	0.736300571903208	0.766311599161153	0.766311599161153	0.913677254671724	0.913677254671724	0.806640959155851	0.806640959155851	0.794982186468122	0.794982186468122	2184	3	3	0.556307918712636	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	15.657567040821366	16.54060825028013	0.8830412094587636	0.31499933726532375	0.6171875	79.0	0.3826038008296723	0.7652065514007839	-0.6960450914619848	2.2264581942635524	0.30471965337105855	0.5547755112030248	0.5319432355957031	True	E9PMR4;P48509	118	118	1.0	15.180319786071799	3.930789953275251e-05	0.0008910558465293276	False	False	False	False	6	-0.2819769471145559	0.3333333333333333	0.6875	False	False	0	False
CD59	M04	yellow	4	True	down	-4.28293322906668	-2.91342734325309	0.011651424124542	0.862642074019747	0.862642074019747	0.824722077773275	0.824722077773275	0.712257577783772	0.712257577783772	0.586214584720298	0.586214584720298	0.670970159766595	0.670970159766595	0.574153042689056	0.574153042689056	812	2	2	0.365556004445486	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.60370339594479	16.504861152278277	-1.098842243666514	-1.3311722439472156	0.15625	20.0	0.005669836064236388	-1.2957538454964597	-2.308397683629563	-0.28311000736335656	0.012144377360627977	0.022679344256945552	0.0503991660466061	True	E9PNW4;E9PR17;P13987	118	118	1.0	15.24546480178835	0.05005348346232154	0.13080031958970434	False	False	False	False	6	0.407593379533147	0.6666666666666666	0.3125	False	True	1	True
CD81	M02	blue	2	False	up	3.48774086860454	5.01323907244795	6.52241716698932e-06	0.699766216921525	0.699766216921525	0.646944831563776	0.646944831563776	0.795936314293415	0.795936314293415	0.611447956654758	0.611447956654758	0.827924410113613	0.827924410113613	0.771362597941235	0.771362597941235	2184	2	3	0.435451504926207	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	15.010715487293604	14.53391857720831	-0.47679691008529446	-0.5172237280934279	0.3515625	45.0	0.2635644369390499	-0.540810372769118	-1.6728271857803958	0.5912064402421597	0.3490907798991234	0.45860212027394687	0.5709267927414234	True	A6NMH8;E9PIF1;E9PJK1;E9PRJ8;H0YDJ9;H0YDL9;P60033	118	17	0.1440677966101695	15.3297901153564	0.6246347280002755	0.76344244533367	False	False	False	False	6	0.7496128429178861	0.8333333333333334	0.0625	True	False	1	True
CD9	M04	yellow	4	True	down	-9.45233852833541	-4.46923982298182	6.58624795064997e-05	0.805622305463939	0.805622305463939	0.922794740948638	0.922794740948638	0.701344652708976	0.701344652708976	0.892983341244544	0.892983341244544	0.674351565420678	0.674351565420678	0.66071785395176	0.66071785395176	812	2	2	0.346434159412491	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	20.81018566757139	21.424067730400544	0.6138820628291555	1.484012316440162	0.8046875	103.0	0.015905453784037713	0.4875365664174296	0.05153119253242039	0.9235419403024387	0.02840761729138858	0.05125090663745485	0.09246400922295106	True	A6NNI4;G8JLH6;P21926	118	118	1.0	16.2609453201294	0.2437224242043591	0.3906907202069877	True	False	False	True	6	-0.13796644890452914	0.0	0.03125	False	False	0	False
CDC34	M02	blue	2	False	not_shared	1.75322052039033	2.40135850521994	0.0407784985281022	0.862917546545387	0.862917546545387	0.625367417841617	0.625367417841617	0.73611607104774	0.73611607104774	0.476563931199258	0.476563931199258	0.700295020326253	0.700295020326253	0.69866809902879	0.69866809902879	2184	3	2	0.392804369006552	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	1	True	4	12	0.5	0.75	10.656818492030862	11.327777855966582	0.6709593639357205	0.18493676490328512	0.5208333333333334	25.0	0.9527472527472527	0.5013634346065681	-2.090509869326482	3.093236738539618	0.7045920889979895	1.0	0.8703286161036483	False		118	0	0.0				False	False	False	False	6	5.914913815094925	1.0	0.03125	True	False	1	True
CDC42BPB	M03	brown	3	True	up	4.77387019549045	2.81882288422532	0.0150479928175008	0.900579589640258	0.900579589640258	0.892156801026962	0.892156801026962	0.474301838711353	0.474301838711353	0.309249287234565	0.309249287234565	0.747184655661895	0.747184655661895	0.803098627252979	0.803098627252979	993	2	2	0.151401284494407	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	11.548063178167823	13.291391019212812	1.743327841044989	1.8083217848276587	0.890625	114.0	0.0012590571212189195	1.6347377280439925	0.6760243562574934	2.593451099830492	0.0008317487821758238	0.006846123096627875	0.005522811913647469	True	Q9Y5S2	118	118	1.0	14.246250152587901	0.014449402157901428	0.05691347764890271	True	False	False	False	6	5.579595699596316	0.6666666666666666	0.125	False	True	1	True
CDC42EP1	M02	blue	2	False	not_shared	2.21797578945377	3.89519826607039	0.0005643594840347	0.659294896584378	0.659294896584378	0.431089297802706	0.431089297802706	0.8597937914333	0.8597937914333	0.575780989600446	0.575780989600446	0.785338763580411	0.785338763580411	0.691136912621265	0.691136912621265	2184	2	3	0.443968916709921	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	6	16	0.75	1.0	12.368196702342386	12.164994137506469	-0.2032025648359177	-0.24002220637816166	0.46875	45.0	0.8577325667108949	-0.18999170051095549	-1.9267122002462194	1.5467287992243084	0.8302243592910286	0.9475902641758458	0.9280622467495673	True	Q00587;Q00587-2	118	110	0.9322033898305084	14.170575141906749	0.6443780848806224	0.7756853172713908	False	False	False	False	6	0.1383211024042601	0.5	0.8125	False	False	0	False
CDK5RAP3	M02	blue	2	True	up	6.44289897844253	3.93287134669589	0.0004968493714618	0.654953588777343	0.654953588777343	0.46570336448744	0.46570336448744	0.820518809649123	0.820518809649123	0.62886636442364	0.62886636442364	0.799004621049315	0.799004621049315	0.446223289395999	0.446223289395999	2184	2	3	0.420967560915197	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	16.1710664992213	16.19927037399472	0.028203874773421234	0.21158688681657578	0.5	64.0	1.0	0.06481148250658508	-0.44561881051355323	0.5752417755267234	0.8034653056558929	1.0	0.9198292464750223	True	Q96JB5;Q96JB5-2;Q96JB5-4	118	118	1.0	13.972929954528851	0.22417486032005224	0.3648560226637585	True	False	False	False	6	-0.584389263469979	0.16666666666666666	0.0625	False	False	0	False
CDX2	M04	yellow	4	True	down	-4.41342901621386	-5.8444193093408	1.21778703461062e-07	0.793454535710616	0.793454535710616	0.658137831699426	0.658137831699426	0.809988969179467	0.809988969179467	0.688172255744369	0.688172255744369	0.637106967761355	0.637106967761355	0.643784804599649	0.643784804599649	812	2	2	0.298669028968534	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	14.73950727565824	15.67339659711284	0.9338893214545987	0.9338907611891564	0.7734375	99.0	0.032428199072431135	1.4618368261906287	-0.38488017522336415	3.3085538276046216	0.1207863027783045	0.08956359743814314	0.2746647433040897	True	Q99626	118	77	0.652542372881356	14.2985696792603	0.20093536019773542	0.3391448672120508	True	False	False	False	6	0.27352899731974745	0.6666666666666666	0.5625	False	False	0	False
CHD6	M03	brown	3	False	not_shared	0.358912692079375	2.28119428653997	0.0530302776718845	0.783750540673134	0.783750540673134	0.651463381794497	0.651463381794497	0.755244904114992	0.755244904114992	0.815133170990303	0.815133170990303	0.394327677174603	0.394327677174603	0.0476716634218504	0.0476716634218504	993	2	2	0.12909481704315	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	1	8	0.125	0.5	8.361374098429664	5.746500298253455	-2.614873800176209		0.125	1.0	0.4444444444444444					0.6186666666666667		False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
CHID1	M02	blue	2	False	not_shared	1.9545524993328	5.49309026835616	7.13489219118e-07	0.768428659024602	0.768428659024602	0.653756911966105	0.653756911966105	0.638530610247263	0.638530610247263	0.611250368691921	0.611250368691921	0.840785713040697	0.840785713040697	0.857391903953823	0.857391903953823	2184	2	2	0.323938602872217	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	14.216252115742744	14.654211673682354	0.4379595579396103	0.8061325059873695	0.640625	82.0	0.29074701789737456	1.1735660644790218	-0.2616785282093854	2.608810657167429	0.10901926334870342	0.4772639727749356	0.25489010867443335	True	Q9BWS9;Q9BWS9-2;Q9BWS9-3	118	118	1.0	14.933664798736551	0.021993393876795886	0.07463715581593498	True	True	True	False	6	0.025096025644965714	0.5	0.5625	False	False	0	False
CHP1	M04	yellow	4	True	down	-4.84666967941126	-8.2664226385109	2.33843904420074e-14	0.864842745628627	0.864842745628627	0.758121136987601	0.758121136987601	0.667552175492028	0.667552175492028	0.307699760314959	0.307699760314959	0.73007640029563	0.73007640029563	0.68695117067549	0.68695117067549	812	2	2	0.391743305701417	1.0	1.0	4	True	True	True	True	True	True	True	True	-1	True	8	15	1.0	0.9375	14.218313016648864	13.596007346906706	-0.6223056697421576	-0.955837464549509	0.2833333333333333	34.0	0.10055597025579527	-0.9815126560389604	-2.0241998019201324	0.0611744898422113	0.0650414907977296	0.22576437192914034	0.16870136675661113	True	Q99653	118	118	1.0	14.471199989318851	0.36615890137428875	0.5191319535039916	True	False	True	False	6	1.0374164555312917	1.0	0.03125	True	True	2	True
